YEAR,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
2015,0,2206,David Toms,2,,,
2015,0,23623,Bo Van Pelt,2,,,
2015,0,25892,Steve Wheatcroft,2,1.0,,
2015,0,32139,Danny Willett,2,1.0,,
2015,0,10885,Robert Allenby,1,,,
2015,0,30978,Kiradech Aphibarnrat,1,,,
2015,0,22371,Aaron Baddeley,1,,,
2015,0,24846,Ricky Barnes,1,1.0,,
2015,0,32334,Charlie Beljan,1,1.0,,
2015,0,27895,Jonas Blixt,1,,,
2015,0,26499,Rafa Cabrera Bello,1,,,
2015,0,20472,Alex Cejka,1,1.0,,
2015,0,20229,Stewart Cink,1,,,
2015,0,23135,Tim Clark,1,1.0,,
2015,0,28937,George Coetzee,1,,,
2015,0,25720,Chad Collins,1,,,
2015,0,24494,Erik Compton,1,,,
2015,0,1249,John Daly,1,,,
2015,0,28307,Matt Every,1,1.0,,
2015,0,31416,Derek Fathauer,1,,,
2015,0,30911,Tommy Fleetwood,1,,,
2015,0,7457,Steve Flesch,1,,,
2015,0,30736,Oscar Fraustro,1,,,
2015,0,1381,Fred Funk,1,,,
2015,0,29535,Brice Garnett,1,,,
2015,0,8725,Tom Gillis,1,1.0,,
2015,0,35539,Luke Guthrie,1,,,
2015,0,20766,Padraig Harrington,1,1.0,,
2015,0,23353,J.J. Henry,1,1.0,,
2015,0,20433,Mark Hensby,1,,,
2015,0,39977,Max Homa,1,,,
2015,0,29222,Billy Hurley III,1,,,
2015,0,27747,Hiroshi Iwata,1,1.0,,
2015,0,21731,Freddie Jacobson,1,,,
2015,0,27408,Martin Kaymer,1,,,
2015,0,31420,Anirban Lahiri,1,,,
2015,0,27466,Spencer Levin,1,,,
2015,0,35300,Andrew Loupe,1,,,
2015,0,25572,Graeme McDowell,1,1.0,,
2015,0,31202,William McGirt,1,,,
2015,0,24490,George McNeill,1,,,
2015,0,24039,Prom Meesawat,1,,,
2015,0,46048,Jordan Niebrugge,1,,,
2015,0,29289,S.Y. Noh,1,1.0,,
2015,0,22046,Geoff Ogilvy,1,,,
2015,0,33968,Thorbjørn Olesen,1,,,
2015,0,33667,Carlos Ortiz,1,,,
2015,0,31559,Garrett Osborn,1,,,
2015,0,28475,Jeff Overton,1,,,
2015,0,20572,Rod Pampling,1,,,
2015,0,34130,Sung Joon Park,1,1.0,,
2015,0,22056,Cameron Percy,1,,,
2015,0,1948,Tim Petrovic,1,1.0,,
2015,0,26435,Angelo Que,1,,,
2015,0,46970,Jon Rahm,1,,,
2015,0,22913,John Rollins,1,,,
2015,0,34087,Carlos Sainz Jr,1,,,
2015,0,29223,Sam Saunders,1,1.0,,
2015,0,46441,Robby Shelton,1,1.0,,
2015,0,6567,Vijay Singh,1,,,
2015,0,2106,Chris Smith,1,,,
2015,0,30692,Scott Stallings,1,1.0,,
2015,0,31560,Brian Stuard,1,,,
2015,0,29425,Andrew Svoboda,1,,,
2015,0,34264,Hudson Swafford,1,,,
2015,0,25493,Nick Taylor,1,1.0,,
2015,0,32150,Michael Thompson,1,1.0,,
2015,0,28780,Nicholas Thompson,1,,,
2015,0,29484,Peter Uihlein,1,,,
2015,0,20396,Lee Westwood,1,,,
2015,0,8793,Tiger Woods,1,,,
2012,0,28237,Rory McIlroy,10,4.0,2.0,1.0
2012,0,23623,Bo Van Pelt,10,1.0,,
2012,0,30925,Dustin Johnson,9,1.0,1.0,
2012,0,23108,Matt Kuchar,9,1.0,1.0,
2012,0,8793,Tiger Woods,9,3.0,1.0,2.0
2012,0,23983,Luke Donald,8,1.0,2.0,
2012,0,25686,Jason Dufner,8,2.0,1.0,
2012,0,10809,Jim Furyk,8,2.0,1.0,
2012,0,24358,Robert Garrigus,8,4.0,,
2012,0,26596,Ryan Moore,8,1.0,1.0,
2012,0,22405,Justin Rose,8,1.0,1.0,1.0
2012,0,1810,Phil Mickelson,7,1.0,2.0,1.0
2012,0,29221,Webb Simpson,7,1.0,1.0,
2012,0,27649,Brandt Snedeker,7,2.0,1.0,1.0
2012,0,6527,Steve Stricker,7,1.0,1.0,
2012,0,25804,Bubba Watson,7,1.0,2.0,
2012,0,20396,Lee Westwood,7,1.0,1.0,
2012,0,34021,Bud Cauley,6,1.0,,
2012,0,20104,Ken Duke,6,,,
2012,0,28307,Matt Every,6,2.0,1.0,
2012,0,24024,Zach Johnson,6,2.0,2.0,
2012,0,25396,Kevin Na,6,,,
2012,0,25345,Carl Pettersson,6,1.0,2.0,1.0
2012,0,25632,Jimmy Walker,6,,,
2012,0,27895,Jonas Blixt,5,1.0,2.0,
2012,0,33141,Keegan Bradley,5,1.0,1.0,1.0
2012,0,24925,Jonathan Byrd,5,1.0,,
2012,0,6522,Ernie Els,5,1.0,1.0,
2012,0,32102,Rickie Fowler,5,1.0,1.0,
2012,0,24781,Hunter Mahan,5,2.0,,
2012,0,26329,Louis Oosthuizen,5,2.0,1.0,
2012,0,22913,John Rollins,5,1.0,,
2012,0,24502,Adam Scott,5,1.0,1.0,
2012,0,20645,John Senden,5,,,
2012,0,6567,Vijay Singh,5,,,
2012,0,26679,Kevin Stadler,5,,,
2012,0,2206,David Toms,5,1.0,,
2012,0,27095,Nick Watney,5,1.0,,
2012,0,23541,Ben Crane,4,1.0,,
2012,0,21753,Brian Davis,4,,,
2012,0,28089,Jason Day,4,,,
2012,0,23638,Brendon de Jonge,4,1.0,,
2012,0,22792,Peter Hanson,4,1.0,,
2012,0,34174,John Huh,4,1.0,1.0,
2012,0,30926,Chris Kirk,4,,,
2012,0,25572,Graeme McDowell,4,2.0,,
2012,0,28475,Jeff Overton,4,,,
2012,0,23320,Ryan Palmer,4,1.0,,
2012,0,25818,Scott Piercy,4,1.0,1.0,
2012,0,24138,Ian Poulter,4,1.0,2.0,
2012,0,25834,Daniel Summerhays,4,,,
2012,0,27330,Josh Teater,4,,,
2012,0,33419,Cameron Tringale,4,,,
2012,0,26951,Johnson Wagner,4,1.0,1.0,
2012,0,20160,Charlie Wi,4,1.0,1.0,
2012,0,29910,Blake Adams,3,,,
2012,0,22371,Aaron Baddeley,3,,,
2012,0,32334,Charlie Beljan,3,1.0,1.0,
2012,0,24507,Jason Bohn,3,1.0,,
2012,0,29479,Scott Brown,3,,,
2012,0,12510,Chad Campbell,3,1.0,,
2012,0,23135,Tim Clark,3,1.0,,
2012,0,22621,Ben Curtis,3,1.0,1.0,
2012,0,27436,Graham DeLaet,3,,,
2012,0,34099,Harris English,3,,,
2012,0,21209,Sergio Garcia,3,1.0,1.0,
2012,0,19846,Brian Gay,3,,,
2012,0,8725,Tom Gillis,3,1.0,,
2012,0,24924,Bill Haas,3,1.0,,
2012,0,20766,Padraig Harrington,3,,,
2012,0,23353,J.J. Henry,3,1.0,1.0,
2012,0,27936,Martin Laird,3,2.0,,
2012,0,27466,Spencer Levin,3,1.0,,
2012,0,1706,Davis Love III,3,1.0,,
2012,0,27060,John Mallinger,3,1.0,,
2012,0,27120,Troy Matteson,3,1.0,,
2012,0,31202,William McGirt,3,1.0,,
2012,0,29289,S.Y. Noh,3,,,
2012,0,20691,Greg Owen,3,,,
2012,0,25240,D.A. Points,3,1.0,,
2012,0,10213,Dicky Pride,3,1.0,,
2012,0,30692,Scott Stallings,3,1.0,,
2012,0,29518,Brendan Steele,3,,,
2012,0,27214,Kevin Streelman,3,,,
2012,0,32150,Michael Thompson,3,1.0,,
2012,0,26289,Boo Weekley,3,1.0,,
2012,0,21878,Mark Wilson,3,1.0,1.0,
2012,0,10885,Robert Allenby,2,1.0,,
2012,0,28259,Sangmoon Bae,2,1.0,,
2012,0,24357,K.J. Choi,2,,,
2012,0,28455,Will Claxton,2,,,
2012,0,23452,Nicolas Colsaerts,2,,,
2012,0,23409,James Driscoll,2,,,
2012,0,1320,Bob Estes,2,,,
2012,0,28500,Martin Flores,2,,,
2012,0,21805,Harrison Frazar,2,1.0,,
2012,0,30750,Tommy Gainey,2,1.0,1.0,
2012,0,20157,Retief Goosen,2,,,
2012,0,26758,David Hearn,2,,,
2012,0,12782,Tim Herron,2,,,
2012,0,12716,Charley Hoffman,2,1.0,,
2012,0,27141,J.B. Holmes,2,,,
2012,0,21961,Charles Howell III,2,1.0,,
2012,0,29222,Billy Hurley III,2,,,
2012,0,30852,Ryo Ishikawa,2,1.0,,
2012,0,19958,Miguel Angel Jiménez,2,,,
2012,0,30711,Colt Knost,2,2.0,,
2012,0,33122,Russell Knox,2,,,
2012,0,30944,Jason Kokrak,2,1.0,,
2012,0,26851,Marc Leishman,2,1.0,1.0,
2012,0,10860,Justin Leonard,2,,,
2012,0,22961,David Mathis,2,,,
2012,0,27933,John Merrick,2,1.0,,
2012,0,23800,Bryce Molder,2,,,
2012,0,24140,Sean O'Hair,2,1.0,,
2012,0,25457,Alexandre Rocha,2,1.0,,
2012,0,25562,Andres Romero,2,1.0,1.0,
2012,0,23621,Rory Sabbatini,2,1.0,,
2012,0,26331,Charl Schwartzel,2,,,
2012,0,30110,Kyle Stanley,2,1.0,1.0,
2012,0,27963,Chris Stroud,2,,,
2012,0,23788,D.J. Trahan,2,,,
2012,0,27064,Jhonattan Vegas,2,,,
2012,0,24461,Thomas Aiken,1,,,
2012,0,6197,Michael Allen,1,,,
2012,0,33120,Mark Anderson,1,,,
2012,0,21407,Arjun Atwal,1,,,
2012,0,24846,Ricky Barnes,1,1.0,,
2012,0,20070,Matt Bettencourt,1,,,
2012,0,1161,Mark Calcavecchia,1,,,
2012,0,26500,Alejandro Cañizares,1,,,
2012,0,32200,Roberto Castro,1,,,
2012,0,20593,Greg Chalmers,1,,,
2012,0,32366,Kevin Chappell,1,,,
2012,0,23204,Gary Christian,1,,,
2012,0,1249,John Daly,1,,,
2012,0,6251,Chris DiMarco,1,,,
2012,0,25369,Jamie Donaldson,1,,,
2012,0,6621,Joe Durant,1,1.0,,
2012,0,32698,Bobby Gates,1,,,
2012,0,23718,Nathan Green,1,,,
2012,0,35539,Luke Guthrie,1,,,
2012,0,24604,Hunter Haas,1,,,
2012,0,1473,Todd Hamilton,1,,,
2012,0,36690,Hunter Hamrick,1,,,
2012,0,27644,Brian Harman,1,,,
2012,0,29420,Billy Horschel,1,1.0,,
2012,0,21350,Ryuji Imada,1,,,
2012,0,21731,Freddie Jacobson,1,,,
2012,0,1577,Lee Janzen,1,,,
2012,0,6573,Brandt Jobe,1,,,
2012,0,26300,Matt Jones,1,,,
2012,0,27408,Martin Kaymer,1,,,
2012,0,8075,Jerry Kelly,1,,,
2012,0,28308,Troy Kelly,1,1.0,,
2012,0,31558,J.J. Killeen,1,,,
2012,0,29478,Kevin Kisner,1,,,
2012,0,19904,Paul Lawrie,1,,,
2012,0,35139,Richard Lee,1,,,
2012,0,23548,Bill Lunde,1,,,
2012,0,26881,Jarrod Lyle,1,,,
2012,0,21099,David Lynn,1,1.0,,
2012,0,1724,Jeff Maggert,1,,,
2012,0,1766,Billy Mayfair,1,,,
2012,0,24490,George McNeill,1,1.0,,
2012,0,27349,Alex Noren,1,,,
2012,0,22348,Nick O'Hern,1,1.0,,
2012,0,22046,Geoff Ogilvy,1,,,
2012,0,33968,Thorbjørn Olesen,1,,,
2012,0,20572,Rod Pampling,1,,,
2012,0,24361,Pat Perez,1,,,
2012,0,1941,Tom Pernice Jr.,1,,,
2012,0,35541,John Peterson,1,,,
2012,0,1948,Tim Petrovic,1,1.0,,
2012,0,27556,Ted Potter Jr.,1,1.0,,
2012,0,25321,Lee Slattery,1,,,
2012,0,21951,Joey Snyder III,1,,,
2012,0,21528,Henrik Stenson,1,1.0,,
2012,0,26287,Roland Thatcher,1,,,
2012,0,30927,Brendon Todd,1,,,
2012,0,26497,Casey Wittenberg,1,,,
2012,0,31323,Gary Woodland,1,,,
2011,0,23983,Luke Donald,14,2.0,2.0,2.0
2011,0,29221,Webb Simpson,12,2.0,3.0,
2011,0,28089,Jason Day,10,2.0,1.0,
2011,0,27095,Nick Watney,10,2.0,1.0,
2011,0,23108,Matt Kuchar,9,2.0,1.0,
2011,0,24781,Hunter Mahan,9,2.0,,
2011,0,24357,K.J. Choi,8,1.0,1.0,2.0
2011,0,30750,Tommy Gainey,7,4.0,,
2011,0,24924,Bill Haas,7,1.0,2.0,
2011,0,21961,Charles Howell III,7,2.0,,
2011,0,1810,Phil Mickelson,7,1.0,2.0,
2011,0,24502,Adam Scott,7,1.0,1.0,1.0
2011,0,27649,Brandt Snedeker,7,1.0,2.0,
2011,0,2206,David Toms,7,1.0,1.0,1.0
2011,0,25686,Jason Dufner,6,2.0,1.0,
2011,0,30925,Dustin Johnson,6,1.0,2.0,1.0
2011,0,27936,Martin Laird,6,1.0,1.0,
2011,0,27466,Spencer Levin,6,1.0,,
2011,0,23800,Bryce Molder,6,1.0,,
2011,0,25396,Kevin Na,6,1.0,1.0,
2011,0,31323,Gary Woodland,6,1.0,1.0,
2011,0,22371,Aaron Baddeley,5,1.0,1.0,
2011,0,24925,Jonathan Byrd,5,1.0,1.0,
2011,0,25345,Carl Pettersson,5,,,
2011,0,26476,Chez Reavie,5,1.0,,
2011,0,22405,Justin Rose,5,1.0,1.0,
2011,0,6567,Vijay Singh,5,1.0,2.0,
2011,0,6527,Steve Stricker,5,2.0,,
2011,0,23623,Bo Van Pelt,5,1.0,,
2011,0,24663,Y.E. Yang,5,1.0,1.0,
2011,0,29910,Blake Adams,4,1.0,,
2011,0,33141,Keegan Bradley,4,2.0,,
2011,0,23541,Ben Crane,4,1.0,,
2011,0,32102,Rickie Fowler,4,1.0,,
2011,0,10809,Jim Furyk,4,,,
2011,0,6643,Paul Goydos,4,2.0,,
2011,0,24604,Hunter Haas,4,1.0,,
2011,0,27141,J.B. Holmes,4,,,
2011,0,6573,Brandt Jobe,4,1.0,,
2011,0,24024,Zach Johnson,4,1.0,,
2011,0,8075,Jerry Kelly,4,1.0,,
2011,0,30926,Chris Kirk,4,1.0,1.0,
2011,0,28237,Rory McIlroy,4,1.0,,
2011,0,24490,George McNeill,4,2.0,,
2011,0,26596,Ryan Moore,4,1.0,,
2011,0,22348,Nick O'Hern,4,,,
2011,0,22046,Geoff Ogilvy,4,1.0,,
2011,0,28475,Jeff Overton,4,1.0,,
2011,0,24361,Pat Perez,4,1.0,,
2011,0,22913,John Rollins,4,1.0,,
2011,0,25562,Andres Romero,4,1.0,,
2011,0,30110,Kyle Stanley,4,1.0,,
2011,0,27214,Kevin Streelman,4,,,
2011,0,33419,Cameron Tringale,4,,,
2011,0,27770,Camilo Villegas,4,1.0,,
2011,0,25632,Jimmy Walker,4,,,
2011,0,21878,Mark Wilson,4,2.0,,
2011,0,10885,Robert Allenby,3,,,
2011,0,20498,Briny Baird,3,1.0,,
2011,0,28087,Kris Blanks,3,1.0,,
2011,0,20848,Ángel Cabrera,3,,,
2011,0,32366,Kevin Chappell,3,1.0,2.0,
2011,0,11123,Chris Couch,3,,,
2011,0,23638,Brendon de Jonge,3,,,
2011,0,21209,Sergio Garcia,3,,,
2011,0,24358,Robert Garrigus,3,1.0,1.0,
2011,0,32698,Bobby Gates,3,,,
2011,0,19846,Brian Gay,3,,,
2011,0,20766,Padraig Harrington,3,,,
2011,0,26758,David Hearn,3,,,
2011,0,12782,Tim Herron,3,1.0,,
2011,0,21731,Freddie Jacobson,3,1.0,,
2011,0,19970,Robert Karlsson,3,1.0,,
2011,0,28158,Steve Marino,3,2.0,,
2011,0,25572,Graeme McDowell,3,1.0,,
2011,0,27939,Matt McQuillan,3,1.0,,
2011,0,23320,Ryan Palmer,3,1.0,,
2011,0,25818,Scott Piercy,3,1.0,,
2011,0,25240,D.A. Points,3,1.0,,
2011,0,23621,Rory Sabbatini,3,1.0,1.0,
2011,0,26331,Charl Schwartzel,3,1.0,,
2011,0,20645,John Senden,3,1.0,,
2011,0,29518,Brendan Steele,3,1.0,,
2011,0,27064,Jhonattan Vegas,3,1.0,1.0,
2011,0,2239,Scott Verplank,3,1.0,,
2011,0,25804,Bubba Watson,3,2.0,,
2011,0,20396,Lee Westwood,3,1.0,,
2011,0,6004,Stephen Ames,2,1.0,,
2011,0,24846,Ricky Barnes,2,,,
2011,0,10505,Shane Bertsch,2,,,
2011,0,20070,Matt Bettencourt,2,,,
2011,0,34021,Bud Cauley,2,1.0,,
2011,0,20593,Greg Chalmers,2,,,
2011,0,21753,Brian Davis,2,,,
2011,0,23409,James Driscoll,2,,,
2011,0,8725,Tom Gillis,2,1.0,,
2011,0,33399,Adam Hadwin,2,,,
2011,0,20859,Anders Hansen,2,2.0,,
2011,0,12716,Charley Hoffman,2,1.0,,
2011,0,29420,Billy Horschel,2,,,
2011,0,21350,Ryuji Imada,2,2.0,,
2011,0,22378,Trevor Immelman,2,,,
2011,0,27974,Sung Kang,2,1.0,,
2011,0,29718,Anthony Kim,2,,,
2011,0,28258,K.T. Kim,2,,,
2011,0,26851,Marc Leishman,2,1.0,,
2011,0,1706,Davis Love III,2,,,
2011,0,27120,Troy Matteson,2,1.0,,
2011,0,1766,Billy Mayfair,2,,,
2011,0,26329,Louis Oosthuizen,2,,,
2011,0,20572,Rod Pampling,2,,,
2011,0,1941,Tom Pernice Jr.,2,1.0,1.0,
2011,0,31193,Jim Renner,2,,,
2011,0,30692,Scott Stallings,2,1.0,1.0,
2011,0,27963,Chris Stroud,2,,,
2011,0,27330,Josh Teater,2,,,
2011,0,26287,Roland Thatcher,2,,,
2011,0,32150,Michael Thompson,2,1.0,,
2011,0,8793,Tiger Woods,2,,,
2011,0,20098,Stuart Appleby,1,,,
2011,0,21407,Arjun Atwal,1,,,
2011,0,7867,Woody Austin,1,,,
2011,0,10944,Thomas Bjørn,1,,,
2011,0,25274,Steven Bowditch,1,,,
2011,0,1116,Michael Bradley,1,1.0,,
2011,0,12510,Chad Campbell,1,,,
2011,0,35450,Patrick Cantlay,1,,,
2011,0,25364,Paul Casey,1,,,
2011,0,20229,Stewart Cink,1,,,
2011,0,23135,Tim Clark,1,1.0,,
2011,0,19825,Darren Clarke,1,1.0,,
2011,0,1219,John Cook,1,1.0,,
2011,0,1226,Fred Couples,1,,,
2011,0,1249,John Daly,1,,,
2011,0,9011,David Duval,1,,,
2011,0,24512,Simon Dyson,1,,,
2011,0,1313,Steve Elkington,1,,,
2011,0,6522,Ernie Els,1,,,
2011,0,1320,Bob Estes,1,1.0,,
2011,0,7457,Steve Flesch,1,1.0,,
2011,0,21805,Harrison Frazar,1,1.0,,
2011,0,21284,Hiroyuki Fujita,1,,,
2011,0,25900,Lucas Glover,1,1.0,,
2011,0,28679,Fabián Gómez,1,,,
2011,0,20157,Retief Goosen,1,1.0,,
2011,0,22792,Peter Hanson,1,,,
2011,0,23353,J.J. Henry,1,,,
2011,0,30852,Ryo Ishikawa,1,,,
2011,0,20832,Raphael Jacquelin,1,,,
2011,0,19958,Miguel Angel Jiménez,1,,,
2011,0,26300,Matt Jones,1,,,
2011,0,27408,Martin Kaymer,1,1.0,,
2011,0,10860,Justin Leonard,1,1.0,,
2011,0,26695,Michael Letzig,1,,,
2011,0,20634,Peter Lonard,1,,,
2011,0,26881,Jarrod Lyle,1,,,
2011,0,33199,Matteo Manassero,1,,,
2011,0,33413,Ben Martin,1,,,
2011,0,12680,Shigeki Maruyama,1,,,
2011,0,22961,David Mathis,1,,,
2011,0,10585,Scott McCarron,1,,,
2011,0,27933,John Merrick,1,,,
2011,0,31401,Zack Miller,1,,,
2011,0,25198,Francesco Molinari,1,1.0,,
2011,0,24140,Sean O'Hair,1,1.0,,
2011,0,21949,Joe Ogilvie,1,1.0,,
2011,0,22056,Cameron Percy,1,,,
2011,0,24138,Ian Poulter,1,,,
2011,0,27072,Alvaro Quiros,1,,,
2011,0,20127,Chris Riley,1,,,
2011,0,26679,Kevin Stadler,1,,,
2011,0,12714,Chris Tidland,1,,,
2011,0,23788,D.J. Trahan,1,,,
2011,0,26668,Marc Turnesa,1,,,
2011,0,26951,Johnson Wagner,1,1.0,,
2011,0,20160,Charlie Wi,1,1.0,,
2011,0,20436,Garrett Willis,1,,,
2010,0,23108,Matt Kuchar,11,1.0,1.0,3.0
2010,0,20157,Retief Goosen,10,2.0,,
2010,0,6527,Steve Stricker,9,2.0,2.0,
2010,0,23623,Bo Van Pelt,8,1.0,3.0,
2010,0,27095,Nick Watney,8,,,
2010,0,25364,Paul Casey,7,2.0,1.0,
2010,0,23135,Tim Clark,7,1.0,1.0,
2010,0,23638,Brendon de Jonge,7,3.0,,
2010,0,23983,Luke Donald,7,3.0,2.0,
2010,0,6522,Ernie Els,7,2.0,2.0,
2010,0,32102,Rickie Fowler,7,2.0,1.0,
2010,0,10809,Jim Furyk,7,3.0,,
2010,0,30925,Dustin Johnson,7,2.0,1.0,
2010,0,23788,D.J. Trahan,7,1.0,,
2010,0,27770,Camilo Villegas,7,1.0,1.0,
2010,0,24846,Ricky Barnes,6,1.0,,
2010,0,21961,Charles Howell III,6,,,
2010,0,1810,Phil Mickelson,6,1.0,1.0,
2010,0,23800,Bryce Molder,6,,,
2010,0,26596,Ryan Moore,6,1.0,1.0,
2010,0,28475,Jeff Overton,6,3.0,2.0,
2010,0,23325,Vaughn Taylor,6,1.0,,
2010,0,20396,Lee Westwood,6,1.0,2.0,
2010,0,10885,Robert Allenby,5,2.0,1.0,
2010,0,23541,Ben Crane,5,1.0,1.0,
2010,0,28089,Jason Day,5,1.0,1.0,
2010,0,20766,Padraig Harrington,5,1.0,,
2010,0,12716,Charley Hoffman,5,1.0,,
2010,0,26300,Matt Jones,5,,,
2010,0,28237,Rory McIlroy,5,1.0,2.0,
2010,0,23320,Ryan Palmer,5,1.0,1.0,
2010,0,22293,Heath Slocum,5,1.0,,
2010,0,27649,Brandt Snedeker,5,1.0,,
2010,0,26679,Kevin Stadler,5,,,
2010,0,27214,Kevin Streelman,5,2.0,,
2010,0,24925,Jonathan Byrd,4,1.0,,
2010,0,20472,Alex Cejka,4,1.0,,
2010,0,24357,K.J. Choi,4,1.0,1.0,
2010,0,24924,Bill Haas,4,2.0,1.0,
2010,0,21350,Ryuji Imada,4,,,
2010,0,27408,Martin Kaymer,4,1.0,1.0,
2010,0,29718,Anthony Kim,4,1.0,1.0,1.0
2010,0,27936,Martin Laird,4,2.0,,
2010,0,25396,Kevin Na,4,1.0,1.0,
2010,0,25345,Carl Pettersson,4,1.0,,
2010,0,30946,Alex Prugh,4,1.0,,
2010,0,22405,Justin Rose,4,2.0,1.0,
2010,0,24502,Adam Scott,4,1.0,,
2010,0,27963,Chris Stroud,4,,,
2010,0,25804,Bubba Watson,4,1.0,2.0,1.0
2010,0,20160,Charlie Wi,4,,,
2010,0,20098,Stuart Appleby,3,1.0,,
2010,0,21407,Arjun Atwal,3,1.0,1.0,
2010,0,7867,Woody Austin,3,,,
2010,0,12652,Cameron Beckman,3,1.0,,
2010,0,28087,Kris Blanks,3,1.0,,
2010,0,20229,Stewart Cink,3,,,
2010,0,25720,Chad Collins,3,,,
2010,0,27436,Graham DeLaet,3,1.0,,
2010,0,1313,Steve Elkington,3,,,
2010,0,24358,Robert Garrigus,3,1.0,1.0,
2010,0,8725,Tom Gillis,3,,,
2010,0,25900,Lucas Glover,3,1.0,,
2010,0,6643,Paul Goydos,3,1.0,,
2010,0,8537,J.P. Hayes,3,,,
2010,0,27141,J.B. Holmes,3,1.0,1.0,
2010,0,21731,Freddie Jacobson,3,1.0,,
2010,0,24024,Zach Johnson,3,1.0,1.0,
2010,0,27466,Spencer Levin,3,1.0,,
2010,0,1706,Davis Love III,3,,,
2010,0,23548,Bill Lunde,3,1.0,,
2010,0,24781,Hunter Mahan,3,2.0,,
2010,0,28158,Steve Marino,3,,,
2010,0,6515,Shaun Micheel,3,,,
2010,0,24140,Sean O'Hair,3,,,
2010,0,24361,Pat Perez,3,,,
2010,0,25240,D.A. Points,3,,,
2010,0,28620,Aron Price,3,,,
2010,0,20127,Chris Riley,3,,,
2010,0,23621,Rory Sabbatini,3,1.0,,
2010,0,26331,Charl Schwartzel,3,1.0,1.0,
2010,0,26882,Michael Sim,3,1.0,2.0,
2010,0,2239,Scott Verplank,3,1.0,,
2010,0,23349,Charles Warren,3,,,
2010,0,26289,Boo Weekley,3,,,
2010,0,29910,Blake Adams,2,1.0,,
2010,0,6197,Michael Allen,2,1.0,,
2010,0,22371,Aaron Baddeley,2,1.0,,
2010,0,24507,Jason Bohn,2,1.0,,
2010,0,20848,Ángel Cabrera,2,1.0,,
2010,0,12510,Chad Campbell,2,,,
2010,0,20593,Greg Chalmers,2,,,
2010,0,23673,Michael Connell,2,,,
2010,0,11123,Chris Couch,2,,,
2010,0,21753,Brian Davis,2,2.0,,
2010,0,25686,Jason Dufner,2,,,
2010,0,6621,Joe Durant,2,1.0,,
2010,0,9011,David Duval,2,1.0,,
2010,0,1320,Bob Estes,2,,,
2010,0,19846,Brian Gay,2,1.0,,
2010,0,23353,J.J. Henry,2,1.0,,
2010,0,26420,Richard Johnson,2,,,
2010,0,26851,Marc Leishman,2,1.0,,
2010,0,26881,Jarrod Lyle,2,,,
2010,0,1724,Jeff Maggert,2,1.0,,
2010,0,27120,Troy Matteson,2,,,
2010,0,1766,Billy Mayfair,2,1.0,,
2010,0,25572,Graeme McDowell,2,1.0,,
2010,0,22348,Nick O'Hern,2,,,
2010,0,22046,Geoff Ogilvy,2,1.0,1.0,
2010,0,26329,Louis Oosthuizen,2,1.0,,
2010,0,1928,Corey Pavin,2,1.0,,
2010,0,1948,Tim Petrovic,2,,,
2010,0,25818,Scott Piercy,2,,,
2010,0,24138,Ian Poulter,2,1.0,,
2010,0,25190,Jeff Quinney,2,,,
2010,0,22913,John Rollins,2,1.0,,
2010,0,25562,Andres Romero,2,,,
2010,0,20645,John Senden,2,,,
2010,0,29221,Webb Simpson,2,,,
2010,0,6567,Vijay Singh,2,,,
2010,0,8375,Paul Stankowski,2,,,
2010,0,27330,Josh Teater,2,1.0,,
2010,0,26287,Roland Thatcher,2,1.0,,
2010,0,12714,Chris Tidland,2,,,
2010,0,2206,David Toms,2,1.0,1.0,
2010,0,26951,Johnson Wagner,2,1.0,,
2010,0,25632,Jimmy Walker,2,1.0,,
2010,0,21878,Mark Wilson,2,,,
2010,0,8793,Tiger Woods,2,,,
2010,0,24663,Y.E. Yang,2,1.0,,
2010,0,6004,Stephen Ames,1,,,
2010,0,20498,Briny Baird,1,,,
2010,0,19824,Craig Barlow,1,,,
2010,0,20070,Matt Bettencourt,1,1.0,,
2010,0,1226,Fred Couples,1,,,
2010,0,22621,Ben Curtis,1,,,
2010,0,6251,Chris DiMarco,1,,,
2010,0,23409,James Driscoll,1,,,
2010,0,20104,Ken Duke,1,,,
2010,0,28307,Matt Every,1,,,
2010,0,7457,Steve Flesch,1,,,
2010,0,28500,Martin Flores,1,,,
2010,0,1388,Robert Gamez,1,,,
2010,0,21209,Sergio Garcia,1,,,
2010,0,20574,Mathew Goggin,1,,,
2010,0,23718,Nathan Green,1,,,
2010,0,20378,Mathias Grönberg,1,1.0,,
2010,0,22792,Peter Hanson,1,,,
2010,0,22896,Grégory Havret,1,1.0,,
2010,0,10117,Bob Heintz,1,1.0,,
2010,0,30852,Ryo Ishikawa,1,,,
2010,0,24511,Thongchai Jaidee,1,,,
2010,0,1577,Lee Janzen,1,,,
2010,0,10733,Kent Jones,1,,,
2010,0,19970,Robert Karlsson,1,1.0,,
2010,0,8075,Jerry Kelly,1,1.0,,
2010,0,1619,Skip Kendall,1,,,
2010,0,27797,Derek Lamely,1,1.0,,
2010,0,10860,Justin Leonard,1,1.0,,
2010,0,26695,Michael Letzig,1,,,
2010,0,24748,WC Liang,1,,,
2010,0,24912,Will MacKenzie,1,,,
2010,0,27060,John Mallinger,1,1.0,,
2010,0,10585,Scott McCarron,1,,,
2010,0,24490,George McNeill,1,,,
