YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
2021,562,-15,29976,P. Tangkamolpraser,0.23,9.11,-16.68,0.0
2021,563,37,24457,Jaco Van Zyl,0.23,9.11,-7.61,6.28
2021,564,-13,32813,Shota Akiyoshi,0.23,9.04,-12.37,5.27
2021,564,-6,51600,Jimmy Stanger,0.23,11.53,-8.9,3.58
2021,566,-5,32366,Kevin Chappell,0.22,8.99,-3.91,6.38
2021,567,-4,33473,Jerome Lando Casanova,0.22,8.97,-0.1,9.06
2021,568,-15,28340,Julien Guerrier,0.22,9.58,-6.05,2.22
2021,569,-7,49399,Shad Tuten,0.22,10.9,-6.55,7.12
2021,570,-6,51641,Haraldur Magnus,0.22,8.86,-5.03,7.06
2021,571,-6,32413,Christopher Mivis,0.22,8.83,-3.6,6.0
2021,572,-1,45729,Drew Nesbitt,0.22,8.78,-2.97,8.4
2021,573,-3,59629,Ryan van Velzen,0.22,8.75,-1.75,7.5
2021,574,-2,33835,Takaya Onoda,0.22,8.74,-2.47,6.76
2021,575,-16,37447,Zander Lombard,0.22,11.3,-17.97,4.08
2021,576,-3,49481,Tae Hee Lee,0.22,10.2,-9.0,5.01
2021,577,-8,30750,Tommy Gainey,0.22,11.28,-7.37,5.48
2021,578,-12,27141,J.B. Holmes,0.22,8.66,-25.12,3.18
2021,579,-2,32776,Yeongsu Kim,0.22,8.65,-1.6,6.63
2021,580,-12,47137,Trevor Simsby,0.22,8.63,-9.63,2.78
2021,581,-14,24459,Richard Sterne,0.22,8.61,-16.59,5.47
2021,582,-7,22400,Hennie Otto,0.22,8.6,-4.92,7.78
2021,583,80,48867,Matti Schmid,0.21,8.59,8.59,
2021,584,-11,10809,Jim Furyk,0.21,8.55,-31.87,6.25
2021,585,-7,33404,Chris Baker,0.21,11.08,-11.83,4.82
2021,586,-6,49226,Taehoon Ok,0.21,8.52,-0.03,8.55
2021,587,-8,49618,Lucas Vacarisas,0.21,8.5,-2.57,4.8
2021,588,-12,47078,Travis Smyth,0.21,8.46,-11.04,1.73
2021,589,-7,39335,Kevin Roy,0.21,10.76,-2.91,8.31
2021,590,-1,22371,Aaron Baddeley,0.21,9.69,-12.53,6.98
2021,590,-10,56320,Bryson Nimmer,0.21,8.42,-4.2,2.98
2021,592,-5,47663,Kevin Dougherty,0.21,9.84,-8.93,4.99
2021,593,-2,56584,Ian Snyman,0.21,8.25,-0.75,9.0
2021,594,-9,39470,Richard Jung,0.21,8.25,-9.35,5.4
2021,595,-7,47127,David Pastore,0.21,8.21,-6.38,2.1
2021,596,-6,35421,Brandon Harkins,0.21,10.67,-9.1,3.36
2021,597,-5,47850,John Axelsen,0.2,8.14,-1.73,7.18
2021,597,-14,47239,Phachara Khongwatmai,0.2,8.14,-13.42,0.0
2021,599,-4,54420,Louis Albertse,0.2,8.14,-1.75,7.32
2021,600,-6,33908,Taihei Sato,0.2,8.08,-6.24,4.35
2021,601,52,33459,Jens Dantorp,0.2,9.28,-4.96,4.14
2021,602,-5,45477,Manu Gandas,0.2,8.07,-1.34,6.8
2021,603,-10,28923,Oliver Fisher,0.2,10.48,-8.49,6.33
2021,604,-5,37028,Jae-Han Chun,0.2,8.04,-1.81,5.4
2021,605,-9,54655,Patrick Flavin,0.2,8.03,-4.64,7.19
2021,606,-5,52302,Kenshiro Ikegami,0.2,8.0,8.0,
2021,606,-8,54185,Elvis Smyli,0.2,8.0,-2.13,9.31
2021,608,0,45186,David Boote,0.2,8.59,-2.8,5.36
2021,609,-7,33500,Robert Carlsson,0.2,7.93,-1.38,7.6
2021,610,77,56003,Yongjun Bae,0.2,7.92,7.92,
2021,611,-8,28111,Jake Roos,0.2,7.84,-6.62,7.0
2021,612,-5,49037,Stefano Mazzoli,0.19,7.78,-2.89,5.2
2021,613,-7,35287,Yuwa Kosaihira,0.19,10.11,-6.71,4.64
2021,614,-1,46523,Joey Garber,0.19,9.72,-8.93,6.3
2021,615,-10,45227,Lars Van Meijel,0.19,10.09,-11.15,6.48
2021,616,5,53189,Nick Voke,0.19,8.3,-4.07,4.28
2021,617,-1,52583,Sanghun Shin,0.19,7.69,-1.14,6.49
2021,618,-1,52176,Tomas Melo Gouvei,0.19,7.67,-0.13,7.8
2021,619,6,55573,John VanDerLaan,0.19,9.01,-3.72,5.4
2021,620,-8,45409,Huilin Zhang,0.19,7.63,-8.41,1.2
2021,621,6,32058,José de Jesús Rodríguez,0.19,7.76,-8.56,2.71
2021,622,-13,21284,Hiroyuki Fujita,0.19,7.55,-12.69,0.0
2021,623,-3,39262,Alvaro Ortiz,0.19,7.55,-3.93,6.0
2021,624,-10,34168,Soomin Lee,0.19,7.52,-15.32,0.0
2021,625,-3,47472,MJ Maguire,0.19,7.51,-3.49,1.32
2021,626,-3,47966,Jeremy Freiburghaus,0.19,7.5,-4.7,1.62
2021,627,4,58690,Frederik Schott,0.19,7.47,-0.27,7.74
2021,628,5,48393,Nicolai Nohr Madsen,0.19,7.47,-0.48,7.0
2021,629,-6,37428,Evan Harmeling,0.19,9.7,-10.46,0.0
2021,630,-2,23821,Yusaku Miyazato,0.19,7.44,-2.26,7.51
2021,631,-20,28207,Lorenzo Gagli,0.19,9.67,-13.72,1.98
2021,631,4,58849,Turk Pettit,0.19,7.44,7.44,
2021,633,-29,40058,Zac Blair,0.19,7.43,-20.46,0.0
2021,634,-5,40181,Clément Sordet,0.19,8.54,-8.22,3.95
2021,635,-17,33023,Ockert Strydom,0.18,7.53,-8.76,5.03
2021,636,-4,31409,Damien Perrier,0.18,9.55,-8.38,3.65
2021,637,-1,29476,Kyle Reifers,0.18,8.43,-2.73,7.24
2021,638,0,53140,Yuta Uetake,0.18,7.32,-1.41,7.81
2021,639,-13,31260,Bernard Ritthammer,0.18,7.31,-9.16,1.56
2021,640,-1,35563,Marco Iten,0.18,7.66,-2.35,6.0
2021,641,-1,51099,Matias Honkala,0.18,7.29,-0.72,7.0
2021,642,-8,35732,Wes Roach,0.18,9.29,-15.92,5.37
2021,643,-2,27576,Anton Haig,0.18,7.19,-3.47,2.7
2021,644,-15,28751,Andrew Dodt,0.18,7.17,-13.95,0.0
2021,645,6,34409,David Lingmerth,0.18,8.76,-2.42,8.97
2021,646,-4,33937,Anthony Michael,0.18,7.14,-5.09,5.58
2021,647,-1,53125,Thomas Sloman,0.18,7.12,-1.05,6.13
2021,648,-11,31418,Rashid Khan,0.18,7.12,-16.38,1.2
2021,649,-6,39393,Brad Hopfinger,0.18,8.68,-7.4,0.0
2021,650,-7,26758,David Hearn,0.18,9.18,-9.64,3.76
2021,651,98,35739,Bong-Sub Kim,0.17,6.96,-0.12,7.08
2021,652,-2,28677,Pedro Oriol,0.17,6.95,-1.81,4.56
2021,653,-4,54985,Ruan Korb,0.17,6.93,-4.1,1.22
2021,654,-3,45733,Austen Truslow,0.17,6.91,-6.76,0.0
2021,655,-7,47990,Kyle Jones,0.17,6.89,-8.24,0.0
2021,656,-9,29907,Josh Younger,0.17,6.87,-9.81,1.26
2021,657,-12,28258,K.T. Kim,0.17,6.87,-12.67,0.0
2021,658,185,19958,Miguel Angel Jiménez,0.17,6.86,-4.28,3.95
2021,659,-3,36995,Lauri Ruuska,0.17,7.0,-3.81,3.22
2021,660,-2,48119,Ben Taylor,0.17,8.87,-5.62,7.9
2021,661,-4,48936,Ugo Coussaud,0.17,6.81,-4.91,5.89
2021,661,-7,47485,Aman Raj,0.17,6.81,-7.73,2.2
2021,663,-8,48979,MK Kim,0.17,6.81,-5.77,1.28
2021,664,-4,30798,Yoshitaka Takeya,0.17,6.79,-2.33,5.78
2021,665,-7,50092,Zach Wright,0.17,7.63,-2.48,7.17
2021,666,-1,47847,Ivan Cantero Gutierrez,0.17,6.78,-1.3,6.63
2021,667,1,54576,Patrick Fishburn,0.17,8.47,-7.36,4.65
2021,668,-4,52075,Will Enefer,0.17,6.77,-3.02,5.4
2021,669,183,52189,Dongmin Kim,0.17,6.75,-1.05,5.77
2021,670,4,49303,Anders Albertson,0.17,7.76,-6.11,2.21
2021,671,4,48045,Michael Gellerman,0.17,7.74,-8.05,6.76
2021,672,-11,51643,Gudmundur Kristjansson,0.17,6.73,-6.96,3.06
2021,673,0,31997,Steve Lewton,0.17,6.71,-5.25,6.22
2021,674,-9,20802,Jean Hugo,0.17,6.66,-7.01,5.74
2021,675,-7,56802,Tyler Koivisto,0.17,6.65,-4.83,0.0
2021,676,-5,24924,Bill Haas,0.17,6.62,-6.83,4.84
2021,676,-5,26904,Andrew Martin,0.17,6.61,-4.29,6.0
2021,678,-1,48564,Adam Eineving(Am),0.16,7.22,-2.73,5.6
2021,678,-17,48016,Kousuke Hamamoto,0.16,6.56,-12.93,0.0
2021,678,-8,36973,Ben Stow,0.16,6.56,-10.57,0.0
2021,678,0,52513,Carson Young,0.16,6.56,-2.09,3.6
2021,682,-3,51349,Nico Echavarria,0.16,8.52,-3.32,8.56
2021,683,-3,48050,Philipp Mejow,0.16,6.55,-2.09,4.0
2021,683,129,49464,Michael Palmer,0.16,6.55,-4.0,5.6
2021,685,-18,29294,Ho Sung Choi,0.16,6.64,-14.71,1.21
2021,686,-5,50533,Luke Jerling,0.16,6.43,-5.36,4.07
2021,687,-5,26435,Angelo Que,0.16,6.41,-6.72,4.53
2021,688,-3,47591,Eric Cole,0.16,6.37,-2.19,3.94
2021,689,-5,39831,Bobby Bai,0.16,6.99,-9.3,4.19
2021,690,-7,25203,SSP Chawrasia,0.16,6.34,-4.74,3.58
2021,691,-3,25349,Tim Wilkinson,0.16,6.33,-11.42,2.51
2021,692,-2,55377,Robert Foley,0.16,6.32,-0.08,6.4
2021,693,-7,39063,Dylan Perry,0.16,6.31,-4.49,5.0
2021,694,220,48658,Jarand Ekeland Arnoy,0.16,6.29,-4.68,2.76
2021,694,-2,49025,Paul Elissalde,0.16,6.29,-1.13,5.4
2021,696,-7,30906,Daisuke Yasumoto,0.16,6.25,-1.77,5.33
2021,697,-6,32519,Benjamin Rusch,0.16,6.22,-4.13,4.67
2021,698,-1,50586,Martin Eriksson,0.16,6.68,-4.16,2.0
2021,699,0,39359,Brad Miller,0.15,6.19,-0.58,6.0
2021,700,-6,29092,Jianfeng Ye,0.15,6.18,-2.22,2.4
2021,701,-6,35545,Blayne Barber,0.15,6.48,-3.41,6.16
2021,702,112,33803,Lucas Bjerregaard,0.15,7.98,-20.46,6.59
2021,703,-10,54423,Malcolm Mitchell,0.15,6.12,-5.58,4.84
2021,704,-8,33017,Keenan Davidse,0.15,6.07,-6.28,1.33
2021,705,0,35930,Deyen Lawson,0.15,7.1,-4.36,5.14
2021,706,-6,36343,Christopher Wood,0.15,6.03,-2.37,7.0
2021,707,-8,24580,Rahil Gangjee,0.15,6.03,-2.58,4.0
2021,708,-6,25948,Richard McEvoy,0.15,7.81,-2.41,6.58
2021,709,-3,54813,Philip Knowles,0.15,6.0,6.0,
2021,709,-3,59143,Mac Meissner,0.15,6.0,6.0,
2021,709,-3,47627,Samuel Saunders,0.15,6.0,6.0,
2021,712,-11,52569,Harry Ellis,0.15,5.96,-4.04,1.74
2021,712,-14,49356,Thanapath Pichaikul,0.15,5.96,-7.03,0.0
2021,714,-5,20771,Steven Alker,0.15,5.92,-4.23,6.13
2021,715,-4,55430,Slade Pickerin,0.15,5.9,-0.1,6.0
2021,716,-13,48018,Sadom Kaewkanjana,0.15,5.89,-10.92,4.2
2021,717,-7,56676,John Augenstein,0.15,5.89,-0.76,4.7
2021,718,-7,51443,Poom Pattaropong,0.15,5.86,-2.48,7.0
2021,719,-2,52287,David Ravett,0.15,5.84,-0.2,6.03
2021,720,-4,28542,Shintaro Kobayashi,0.15,5.82,-3.25,4.99
2021,720,-16,46787,Cormac Sharvin,0.15,7.56,-14.15,4.65
2021,722,-7,29229,Jun-won Park,0.15,5.81,-6.19,3.6
2021,722,11,50426,Hannes Ronneblad,0.15,5.95,-2.1,5.2
2021,724,-3,54334,Ben Cook,0.15,5.8,-0.34,6.14
2021,725,4,28284,Ben Evans,0.15,5.94,-4.29,3.24
2021,725,-11,45519,Justin Warren,0.15,5.8,-3.07,5.74
2021,727,-10,37052,Martin Simonsen,0.14,7.09,-6.4,2.8
2021,728,-5,52639,Adam Blomme,0.14,5.77,-1.26,4.47
2021,729,-4,35230,Nelson Ledesma,0.14,7.45,-13.46,6.98
2021,730,5,33220,Jang Dong-Kyu,0.14,6.16,-6.45,4.35
2021,731,-9,34306,John Chin,0.14,7.15,-10.6,0.0
2021,732,-8,27095,Nick Watney,0.14,6.56,-16.01,1.56
2021,733,-6,32618,Rhein Gibson,0.14,7.39,-12.75,5.88
2021,734,-14,24039,Prom Meesawat,0.14,5.68,-12.93,0.0
2021,735,-16,51151,Todd Clements,0.14,5.81,-8.97,1.62
2021,736,-5,54587,Justin Doeden,0.14,5.66,-2.25,3.23
2021,737,-7,36437,Akshay Sharma,0.14,5.64,-3.26,0.0
2021,738,-4,32753,Wenyi Huang,0.14,5.63,-1.57,3.6
2021,739,-8,37282,Daichi Sato,0.14,5.63,-2.84,1.73
2021,740,-14,54788,Chandler Blanchet,0.14,5.62,-5.54,1.23
2021,741,-28,31225,Joel Sjöholm,0.14,5.61,-12.67,0.0
2021,742,-6,39914,Hampus Bergman,0.14,5.61,-0.99,5.86
2021,742,-5,28723,John Parry,0.14,5.6,-1.69,5.2
2021,744,-5,54781,Grant Hirschman,0.14,6.9,-5.05,3.78
2021,745,2,47901,Taeho Kim,0.14,5.5,-0.54,5.6
2021,746,-6,30966,Allen John,0.14,5.5,-5.95,1.34
2021,747,-9,33433,Steve Surry,0.14,5.49,-10.54,0.0
2021,747,-5,52167,Ren Takeuchi,0.14,5.49,-3.13,2.08
2021,749,-22,45719,Suradit Yongcharoenchai,0.14,5.46,-12.85,0.0
2021,750,-7,51712,Robin Petersson,0.14,7.09,-5.58,1.22
2021,751,-10,28757,Aaron Pike,0.14,5.44,-6.6,0.0
2021,751,-6,22402,Ulrich Van den Berg,0.14,5.44,-2.77,2.1
2021,753,-1,49009,Daniel Brown,0.14,5.43,5.43,
2021,754,-10,27072,Alvaro Quiros,0.13,6.88,-10.1,5.43
2021,755,1,49855,Kristoffer Reitan,0.13,5.36,-6.99,1.45
2021,756,-7,45478,Julian Suri,0.13,6.82,-10.6,3.82
2021,757,-9,47503,Emilio Cuartero Blanco,0.13,6.81,-8.53,1.22
2021,758,-4,59841,Bael Jun Kim,0.13,5.34,-0.06,5.4
2021,758,-13,36724,Augusto Núñez,0.13,6.94,-11.74,0.0
2021,760,-3,34574,Clement Berardo,0.13,5.33,-0.84,5.24
2021,761,-8,48433,Oliver Hundebol Jorgensen,0.13,5.31,-4.35,3.69
2021,762,-2,37278,Nicholas Lindheim,0.13,5.96,-6.45,0.0
2021,763,-9,39904,Ji-hoon Lee,0.13,5.29,-3.81,1.28
2021,764,-5,22032,Tomohiro Kondo,0.13,5.28,-1.17,4.31
2021,765,-7,34171,Jeonghyeob Hyun,0.13,5.28,-2.47,4.82
2021,766,-17,33013,Jake Redman,0.13,5.39,-3.45,4.0
2021,767,-1,46443,Brian Campbell,0.13,5.64,-5.01,5.97
2021,768,-7,22951,Azuma Yano,0.13,5.23,-1.19,5.24
2021,769,-6,46385,Junya Kameshiro,0.13,5.21,-0.57,4.58
2021,770,-4,37094,Joseph Dean,0.13,5.2,-0.4,5.2
2021,771,1,39384,Alex Kang,0.13,5.17,5.17,
2021,772,-7,35582,Kristoffer Broberg,0.13,5.15,-0.81,5.96
2021,773,-5,56974,Christiaan Burke,0.13,5.13,-1.16,4.5
2021,774,-10,52955,Ludvig Aberg,0.13,5.11,-4.42,0.0
2021,775,0,48853,Michael Hirmer,0.13,5.1,-1.21,4.0
2021,775,4,47363,Toby Tree,0.13,6.12,-4.76,1.8
2021,777,-3,35885,Andrew Evans,0.13,5.09,-1.29,6.0
2021,777,-9,22078,Mikael Lundberg,0.13,5.09,-3.99,4.0
2021,779,-7,33082,Om Prakash Chouhan,0.13,5.07,-2.51,4.6
2021,779,-9,51038,Alfie Plant,0.13,5.19,-4.67,3.45
2021,781,-10,49050,Viraj Madappa,0.13,5.04,-4.48,3.0
2021,782,-21,40163,Jack Singh Brar,0.13,5.03,-9.57,0.0
2021,783,-2,46410,Jamie Rutherford,0.13,5.02,-1.59,3.7
2021,784,0,35546,J.T. Griffin,0.13,5.52,-3.84,3.11
2021,784,-8,35912,Haydn Porteous,0.13,6.52,-8.04,3.36
2021,786,-8,28420,Ryan Brehm,0.13,6.5,-14.8,4.32
2021,787,-10,29376,Atomu Shigenaga,0.12,4.98,-4.83,2.88
2021,788,-6,55838,Jack Thompson,0.12,4.95,-2.83,3.5
2021,789,-9,29377,Tatsuya Kodai,0.12,4.95,-4.01,2.93
2021,790,-7,26527,Jean Baptiste Gonnet,0.12,4.95,-1.2,4.96
2021,791,-6,51671,Alex Chiarella,0.12,5.54,-6.0,1.2
2021,792,-6,45403,Hong-taek Kim,0.12,4.89,-1.31,4.11
2021,793,154,34352,Sungyeol Kwon,0.12,4.87,-3.89,1.5
2021,794,-2,48366,Jeppe Kristian Andersen,0.12,4.87,4.87,
2021,794,3,28166,Pedro Figueiredo,0.12,5.96,-1.99,3.36
2021,796,-3,58767,Clay Feagler,0.12,4.86,4.86,
2021,797,-8,34604,Rowin Caron,0.12,4.82,-4.08,2.1
2021,797,-10,27577,Peter Karmis,0.12,4.82,-6.51,1.6
2021,799,-9,27506,Oliver Wilson,0.12,6.25,-10.01,3.42
2021,800,-12,35879,Kelly Kraft,0.12,4.76,-11.47,2.94
2021,801,1,45426,Nathan Kimsey,0.12,4.76,-0.51,4.02
2021,802,-11,27915,Roope Kakko,0.12,4.75,-3.41,4.02
2021,803,-8,51150,Matias Calderon,0.12,4.74,-4.73,1.3
2021,804,-6,50722,Jon Thomson,0.12,4.73,-3.76,1.95
2021,804,-11,48037,Atiruj Winaicharoenc,0.12,4.73,-4.62,1.73
2021,806,-2,55954,Lukas Euler,0.12,4.73,-0.97,3.41
2021,807,-4,34308,Brandon Crick,0.12,5.89,-6.37,3.08
2021,808,-2,55411,Jacob Bergeron,0.12,4.68,-1.02,2.1
2021,809,-3,35526,Luca Galliano,0.12,4.67,-0.75,4.53
2021,809,-10,24321,Kodai Ichihara,0.12,4.67,-7.54,1.52
2021,811,-12,24357,K.J. Choi,0.12,4.66,-7.29,1.66
2021,812,-11,27561,Nick Flanagan,0.12,4.63,-6.26,0.0
2021,813,-17,56266,Deon Germishuys,0.12,4.84,-4.54,0.0
2021,814,-6,48388,Benjamin Henry Poke,0.11,5.98,-6.98,3.65
2021,815,-4,56630,Akshay Bhatia,0.11,4.58,-1.62,2.93
2021,816,0,28320,Yuta Kinoshita,0.11,4.58,-1.89,3.33
2021,817,-2,52398,Estiaan Conradie,0.11,4.56,-2.97,4.0
2021,818,-8,54869,Chase Johnson,0.11,4.55,-3.87,0.0
2021,819,-7,24463,Trevor Fisher Jr,0.11,4.54,-4.72,3.89
2021,820,-2,51631,Marc Hammer,0.11,4.53,-1.61,2.4
2021,821,0,56643,Manuel Elvira,0.11,4.52,-1.08,3.6
2021,822,-4,25457,Alexandre Rocha,0.11,4.51,-4.72,2.1
2021,823,-3,25813,David Dixon,0.11,4.47,-4.86,0.0
2021,824,-15,47918,Naoki Sekito,0.11,4.45,-13.23,0.0
2021,825,0,34033,Ki Sang Lee,0.11,4.44,-1.13,4.44
2021,826,0,51662,Max Schmitt,0.11,4.43,-4.22,2.76
2021,827,-3,36351,Pieter Moolman,0.11,4.42,-2.55,2.71
2021,828,0,49465,Albert Venter,0.11,4.4,-1.99,4.4
2021,829,-12,50057,Robin Roussel,0.11,5.5,-17.24,0.0
2021,830,-5,51366,Riki Kawamoto,0.11,4.36,-2.68,0.0
2021,831,0,49650,Jonathan Agren,0.11,4.34,-2.02,4.0
2021,831,-8,37372,Jarryd Felton,0.11,4.34,-6.01,0.0
2021,833,-2,54998,Luke Brown,0.11,4.33,-1.77,4.56
2021,834,-5,21339,Keith Horne,0.11,4.43,-8.06,0.0
2021,835,5,39327,Ben Silverman,0.11,4.53,-4.25,3.67
2021,836,-2,25940,Yoshikazu Haku,0.11,4.3,-4.36,3.57
2021,837,-4,22110,Thaworn Wiratchant,0.11,4.29,-3.01,1.22
2021,838,-16,27929,Shiv Kapur,0.11,4.28,-8.54,0.0
2021,838,-10,34475,Jarin Todd,0.11,4.28,-6.21,0.0
2021,840,0,51121,Max Catherine,0.11,4.28,-1.02,4.0
2021,840,-5,52394,Therion Ne,0.11,4.28,-0.52,4.8
2021,842,-5,46732,Rick Lamb,0.11,4.26,-2.21,2.75
2021,843,-1,52072,Joe Brooks,0.11,4.23,4.23,
2021,844,-6,50582,Jeremy Paul,0.11,4.23,-1.02,4.02
2021,845,-9,27694,Jordi Garcia del Mora,0.11,4.23,-3.06,0.0
2021,846,-19,27963,Chris Stroud,0.11,4.2,-14.58,0.0
2021,847,0,51610,Sangpil Yoon,0.1,4.19,-1.6,3.6
2021,848,-7,49148,Vitor Lopes,0.1,4.18,-1.74,2.4
2021,849,-20,49562,Suteepat Prateeptienchai,0.1,4.17,-9.38,0.0
2021,850,-6,57912,David Langley,0.1,4.16,-1.93,2.4
2021,851,0,53013,Josh Hilleard,0.1,4.15,-0.48,4.13
2021,852,9,29485,Brett Stegmaier,0.1,4.35,-1.21,4.35
2021,853,-8,46737,Nicolai Kristensen,0.1,4.14,-3.13,3.84
2021,854,-3,54228,Matt Oshrine,0.1,4.13,4.13,
2021,854,-49,30756,Andrea Pavan,0.1,5.27,-31.45,0.0
2021,856,-9,54300,Nathan Barbieri,0.1,4.12,-1.28,4.01
2021,857,-8,49067,Pierre Pineau,0.1,4.12,-1.19,4.4
2021,858,-5,35578,Scott Fernandez,0.1,4.46,-2.33,2.71
2021,859,-9,40141,Federico MacCario,0.1,4.15,-4.55,2.28
2021,859,-2,33214,Xavier Poncelet,0.1,4.05,-2.3,4.0
2021,861,-2,39916,Tobias Eden,0.1,4.05,-0.56,4.0
2021,862,0,51787,Yuvraj Sandhu,0.1,4.04,-1.37,2.0
2021,863,0,51303,Ryo Katsumata,0.1,4.01,-0.54,3.13
2021,863,-17,23788,D.J. Trahan,0.1,4.92,-9.64,1.34
2021,865,14,30786,Brady Schnell,0.1,4.81,-2.24,4.07
2021,865,-4,47963,Benedict Staben,0.1,4.01,-1.12,3.73
2021,867,0,59990,Jack Hawksby,0.1,4.0,4.0,
2021,867,0,48238,Niclas Hellberg,0.1,4.0,4.0,
2021,867,-11,31121,Berry Henson,0.1,4.0,-4.43,2.78
2021,867,-10,37454,Whee Kim,0.1,5.2,-3.22,1.4
2021,867,-28,27118,Toshinori Muto,0.1,4.0,-10.99,0.0
2021,867,0,56111,Akihiro Narutomi,0.1,4.0,4.0,
2021,867,0,59998,Stephen Shephard,0.1,4.0,4.0,
2021,867,0,50640,Jack South,0.1,4.0,4.0,
2021,867,0,52652,Elis Svärd,0.1,4.0,4.0,
2021,867,0,28253,Simon Thornton,0.1,4.0,4.0,
2021,867,0,46599,Petr Valasek,0.1,4.0,4.0,
2021,867,0,51035,Jack Yule,0.1,4.0,4.0,
2021,879,0,28259,Sangmoon Bae,0.1,4.88,-4.01,2.71
2021,880,-26,39965,Hyung-seok Seo,0.1,3.98,-6.82,4.09
2021,880,-33,35261,Miguel Tabuena,0.1,3.98,-9.67,0.0
2021,882,-18,54586,Franck Medale,0.1,3.96,-0.61,4.0
2021,882,-18,48217,Conor O'Neil,0.1,3.96,-1.51,4.0
2021,882,-18,22000,Chris Wood,0.1,3.96,-0.84,4.05
2021,882,-5,50058,Jordan Wrisdale,0.1,4.15,-3.45,1.21
2021,886,-26,20593,Greg Chalmers,0.1,3.95,-3.75,1.34
2021,886,-31,47139,Andres Gallegos,0.1,3.95,-4.91,0.0
2021,888,-12,55895,Brian Carlson,0.1,3.94,-2.07,2.99
2021,889,0,46351,Daniel Manzana,0.1,3.92,-0.48,3.2
2021,890,-6,34446,Dodge Kemmer,0.1,3.9,3.9,
2021,891,-16,56050,Camilo Aguado,0.1,3.89,-3.55,1.2
2021,891,-4,55851,Pontus Nyholm,0.1,3.89,3.89,
2021,893,-15,51441,KK Limbhasut,0.1,3.89,-2.04,1.56
2021,894,0,52322,John Murphy,0.1,3.88,3.88,
2021,895,-14,49038,Luca Cianchetti,0.1,3.87,-1.26,4.0
2021,895,-14,34496,Shingo Ito,0.1,3.87,-0.13,4.0
2021,895,-14,53014,Gian-Marco Petrozzi,0.1,3.87,-0.57,4.0
2021,898,-8,59020,Luke Schniederjans,0.1,3.86,3.86,
2021,899,-20,36735,Jorge Fernández Valdés,0.1,3.84,-2.72,2.4
2021,899,-11,45234,Ales Korinek,0.1,3.84,-1.61,1.8
2021,901,-12,32720,Jens Fahrbring,0.09,3.8,-2.9,0.0
2021,902,-18,34314,Sebastian Cappelen,0.09,4.93,-13.36,0.0
2021,903,-7,24494,Erik Compton,0.09,3.78,-4.7,3.13
2021,903,-12,32293,Konosuke Nakazato,0.09,3.78,-2.69,3.55
2021,905,-8,25321,Lee Slattery,0.09,3.97,-4.31,3.76
2021,906,-14,35099,Khalin Joshi,0.09,3.77,-1.99,1.4
2021,907,-12,33227,Hyun-woo Ryu,0.09,3.76,-5.1,3.95
2021,908,-7,35437,Carter Jenkins,0.09,3.75,-0.5,3.66
2021,908,-14,51123,Victor Vayret,0.09,3.75,-2.31,1.73
2021,910,-6,50550,Giovanni Manzoni,0.09,3.74,3.74,
2021,910,-18,24077,Matthew Millar,0.09,3.74,-3.51,3.1
2021,912,-14,34676,Hideto Kobukuro,0.09,3.73,-1.52,1.24
2021,913,0,54525,Ian Holt,0.09,3.7,-1.35,3.58
2021,914,-30,29204,Merrick Bremner,0.09,3.97,-6.98,0.0
2021,915,-15,46797,Shae Wools-Cobb,0.09,3.69,-2.16,2.89
2021,916,-14,54408,James Anstiss,0.09,3.69,-1.87,3.5
2021,917,-15,24925,Jonathan Byrd,0.09,3.69,-7.51,1.56
2021,918,-8,58676,Zander Lui Rivas,0.09,3.67,3.67,
2021,918,-20,38991,Alejandro Tosti,0.09,3.67,-4.06,0.0
2021,920,-13,35824,Jacobo Pastor Lopez,0.09,3.63,-1.67,1.3
2021,921,-6,35564,Joel Girrbach,0.09,3.62,-0.1,3.62
2021,922,-10,39869,Ayumi Kawamitsu,0.09,3.61,-0.39,4.0
2021,923,-10,28061,Yasunobu Fukunaga,0.09,3.6,-0.34,3.95
2021,924,-2,26717,Gustav Adell,0.09,3.6,-2.13,3.6
2021,924,-2,54393,A.J. Crouch,0.09,3.6,3.6,
2021,924,-6,30736,Oscar Fraustro,0.09,3.6,-1.07,3.6
2021,924,-2,47668,Joseph Harrison,0.09,3.6,3.6,
2021,924,-2,34064,Paul Imondi,0.09,3.6,-0.97,3.6
2021,924,-2,55592,Joey Savoie,0.09,3.6,3.6,
2021,924,-18,47242,Jason Smith,0.09,3.6,-3.45,3.33
2021,924,0,56490,Travis Trace,0.09,3.6,-1.89,3.6
2021,932,-25,39067,MJ Daffue,0.09,3.59,-3.64,0.0
2021,932,-25,35231,Leandro Marelli,0.09,3.59,-4.82,1.8
2021,934,-14,34671,Hiroki Abe,0.09,3.59,-0.05,3.64
2021,935,-20,35404,Zihao Chen,0.09,3.58,-0.1,3.68
2021,936,-25,35257,Filippo Bergamaschi,0.09,3.58,-1.69,2.92
2021,936,-9,46823,Jeremy Gandon,0.09,3.58,-0.05,3.63
2021,938,-9,46988,Taikou Nishiyama,0.09,3.57,-0.09,3.65
2021,939,-24,48590,William Nygard(Am),0.09,3.57,-1.64,3.33
2021,940,-10,55462,Harry Goddar,0.09,3.56,-0.04,3.6
