YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
2015,6,0,33486,Roger Sloan,158.4,2526518000.0,443
2015,7,0,32448,James Hahn,158.5,5031538000.0,882
2015,7,0,27644,Brian Harman,158.5,5102467000.0,894
2015,9,0,23048,Eric Axley,158.8,2880836000.0,504
2015,10,0,34409,David Lingmerth,159.0,4820941000.0,842
2015,11,0,32334,Charlie Beljan,159.1,3362619000.0,587
2015,12,0,27141,J.B. Holmes,159.3,4031589000.0,703
2015,13,0,1706,Davis Love III,159.4,2834539000.0,494
2015,13,0,20691,Greg Owen,159.4,2674929000.0,466
2015,15,0,27895,Jonas Blixt,159.5,3318836000.0,578
2015,15,0,31416,Derek Fathauer,159.5,4210173000.0,733
2015,17,0,28780,Nicholas Thompson,159.6,4493427000.0,782
2015,18,0,36689,Brooks Koepka,159.8,4137414000.0,719
2015,19,0,34130,Sung Joon Park,159.9,4414835000.0,767
2015,20,0,37273,Derek Ernst,160.0,4119087000.0,715
2015,21,0,26951,Johnson Wagner,160.1,3895412000.0,676
2015,22,0,25349,Tim Wilkinson,160.3,3919567000.0,679
2015,23,0,24358,Robert Garrigus,160.4,3435630000.0,595
2015,23,0,26289,Boo Weekley,160.4,4372279000.0,757
2015,25,0,23353,J.J. Henry,160.5,5308750000.0,919
2015,25,0,33448,Justin Thomas,160.5,6148059000.0,1064
2015,27,0,29535,Brice Garnett,160.6,4191602000.0,725
2015,27,0,29289,S.Y. Noh,160.6,3457970000.0,598
2015,27,0,23320,Ryan Palmer,160.6,3566440000.0,617
2015,27,0,24502,Adam Scott,160.6,1994187000.0,345
2015,31,0,30736,Oscar Fraustro,160.7,2579693000.0,446
2015,31,0,35451,Scott Pinckney,160.7,4843258000.0,837
2015,31,0,25493,Nick Taylor,160.7,5293002000.0,915
2015,34,0,12716,Charley Hoffman,160.9,4919189000.0,849
2015,34,0,35532,Tom Hoge,160.9,4222236000.0,729
2015,36,0,35545,Blayne Barber,161.0,4108365000.0,709
2015,36,0,32200,Roberto Castro,161.0,2434846000.0,420
2015,36,0,31557,Jim Herman,161.0,5221459000.0,901
2015,36,0,23108,Matt Kuchar,161.0,5159105000.0,890
2015,40,0,28679,Fabián Gómez,161.1,4454476000.0,768
2015,40,0,21961,Charles Howell III,161.1,6739713000.0,1162
2015,42,0,28475,Jeff Overton,161.2,4973985000.0,857
2015,43,0,34046,Jordan Spieth,161.3,4284959000.0,738
2015,44,0,29476,Kyle Reifers,161.4,5381941000.0,926
2015,44,0,25632,Jimmy Walker,161.4,4033568000.0,694
2015,46,0,23623,Bo Van Pelt,161.5,4255002000.0,732
2015,47,0,34563,Chesson Hadley,161.6,5684434000.0,977
2015,47,0,31202,William McGirt,161.6,6719645000.0,1155
2015,49,0,24507,Jason Bohn,161.7,5815825000.0,999
2015,49,0,6522,Ernie Els,161.7,2503817000.0,430
2015,49,0,29720,Andres Gonzales,161.7,4999713000.0,859
2015,49,0,22892,Jason Gore,161.7,3661214000.0,629
2015,49,0,34431,Robert Streb,161.7,6302689000.0,1083
2015,54,0,25804,Bubba Watson,161.8,3657396000.0,628
2015,54,0,34265,Will Wilcox,161.8,2742919000.0,471
2015,56,0,32366,Kevin Chappell,161.9,4872371000.0,836
2015,56,0,20229,Stewart Cink,161.9,4395944000.0,754
2015,56,0,21753,Brian Davis,161.9,4739143000.0,813
2015,56,0,37454,Whee Kim,161.9,3741734000.0,642
2015,56,0,33122,Russell Knox,161.9,5949901000.0,1021
2015,61,0,25900,Lucas Glover,162.0,4725289000.0,810
2015,61,0,26476,Chez Reavie,162.0,3336607000.0,572
2015,63,0,35539,Luke Guthrie,162.1,4433858000.0,760
2015,63,0,30944,Jason Kokrak,162.1,5217432000.0,894
2015,65,0,26758,David Hearn,162.2,5645057000.0,967
2015,65,0,33413,Ben Martin,162.2,4958009000.0,849
2015,65,0,30946,Alex Prugh,162.2,4822860000.0,826
2015,68,0,28500,Martin Flores,162.3,5428695000.0,929
2015,69,0,10860,Justin Leonard,162.4,3747427000.0,641
2015,69,0,25345,Carl Pettersson,162.4,6435800000.0,1101
2015,71,0,34261,Scott Langley,162.5,5383426000.0,920
2015,71,0,29223,Sam Saunders,162.5,4053519000.0,693
2015,73,0,25720,Chad Collins,162.6,4425779000.0,756
2015,73,0,20104,Ken Duke,162.6,5116461000.0,874
2015,73,0,10809,Jim Furyk,162.6,3611046000.0,617
2015,73,0,34098,Russell Henley,162.6,4408445000.0,753
2015,73,0,28023,Byron Smith,162.6,2950925000.0,504
2015,73,0,27214,Kevin Streelman,162.6,5052862000.0,863
2015,73,0,31560,Brian Stuard,162.6,5438948000.0,929
2015,80,0,28259,Sangmoon Bae,162.7,5776859000.0,986
2015,80,0,29479,Scott Brown,162.7,5422220000.0,926
2015,80,0,24494,Erik Compton,162.7,4533339000.0,774
2015,80,0,34262,Jon Curran,162.7,4604064000.0,786
2015,80,0,29725,Tony Finau,162.7,5868133000.0,1002
2015,80,0,24024,Zach Johnson,162.7,4831538000.0,825
2015,80,0,23548,Bill Lunde,162.7,2442653000.0,417
2015,80,0,24361,Pat Perez,162.7,5527841000.0,944
2015,80,0,31193,Jim Renner,162.7,3831510000.0,654
2015,80,0,2206,David Toms,162.7,3912854000.0,668
2015,80,0,27095,Nick Watney,162.7,5305806000.0,906
2015,91,0,20771,Steven Alker,162.8,3423222000.0,584
2015,91,0,23541,Ben Crane,162.8,3569757000.0,609
2015,91,0,27436,Graham DeLaet,162.8,3646097000.0,622
2015,91,0,39977,Max Homa,162.8,4055616000.0,692
2015,91,0,30927,Brendon Todd,162.8,5239290000.0,894
2015,96,0,33461,Morgan Hoffmann,162.9,4498740000.0,767
2015,96,0,32150,Michael Thompson,162.9,4790825000.0,817
2015,98,0,20472,Alex Cejka,163.0,5375343000.0,916
2015,98,0,23800,Bryce Molder,163.0,5322185000.0,907
2015,100,0,30692,Scott Stallings,163.1,3135509000.0,534
2015,101,0,25274,Steven Bowditch,163.2,5944208000.0,1012
2015,101,0,27770,Camilo Villegas,163.2,4789002000.0,815
2015,103,0,25364,Paul Casey,163.3,4185884000.0,712
2015,103,0,20593,Greg Chalmers,163.3,2316252000.0,394
2015,103,0,36801,Mark Hubbard,163.3,4180317000.0,711
2015,103,0,22405,Justin Rose,163.3,3157635000.0,537
2015,103,0,34264,Hudson Swafford,163.3,5415597000.0,921
2015,108,0,33418,Shawn Stefani,163.4,5782328000.0,983
2015,108,0,27963,Chris Stroud,163.4,4452506000.0,757
2015,110,0,33667,Carlos Ortiz,163.5,5315483000.0,903
2015,110,0,34360,Patrick Reed,163.5,4961312000.0,843
2015,110,0,6567,Vijay Singh,163.5,4678846000.0,795
2015,113,0,28307,Matt Every,163.7,3672291000.0,623
2015,113,0,26331,Charl Schwartzel,163.7,2682174000.0,455
2015,115,0,29425,Andrew Svoboda,163.8,4386587000.0,744
2015,116,0,30926,Chris Kirk,163.9,3751564000.0,636
2015,116,0,29478,Kevin Kisner,163.9,6574212000.0,1114
2015,116,0,24781,Hunter Mahan,163.9,4456083000.0,755
2015,116,0,32640,Troy Merritt,163.9,5728846000.0,971
2015,116,0,25818,Scott Piercy,163.9,5451390000.0,924
2015,116,0,25892,Steve Wheatcroft,163.9,4654197000.0,789
2015,122,0,34099,Harris English,164.0,6004824000.0,1017
2015,122,0,20766,Padraig Harrington,164.0,3258060000.0,552
2015,122,0,8075,Jerry Kelly,164.0,4515320000.0,765
2015,122,0,27936,Martin Laird,164.0,4912166000.0,832
2015,122,0,34358,Jonathan Randolph,164.0,3837729000.0,650
2015,122,0,29221,Webb Simpson,164.0,4404255000.0,746
2015,122,0,21878,Mark Wilson,164.0,5604417000.0,949
2015,129,0,12510,Chad Campbell,164.1,6331481000.0,1072
2015,129,0,26300,Matt Jones,164.1,4372627000.0,740
2015,129,0,27933,John Merrick,164.1,3816960000.0,646
2015,132,0,40058,Zac Blair,164.2,6296991000.0,1065
2015,132,0,33399,Adam Hadwin,164.2,5468738000.0,925
2015,134,0,22371,Aaron Baddeley,164.3,4418258000.0,747
2015,134,0,23638,Brendon de Jonge,164.3,6238595000.0,1055
2015,134,0,29420,Billy Horschel,164.3,4821316000.0,815
2015,137,0,30711,Colt Knost,164.5,5058503000.0,854
2015,137,0,1810,Phil Mickelson,164.5,3493392000.0,590
2015,137,0,26329,Louis Oosthuizen,164.5,3198119000.0,540
2015,137,0,28132,Tyrone Van Aswegen,164.5,2961703000.0,500
2015,141,0,24138,Ian Poulter,164.8,3263640000.0,550
2015,142,0,40026,Daniel Berger,164.9,5610664000.0,945
2015,142,0,24924,Bill Haas,164.9,5058646000.0,852
2015,144,0,24925,Jonathan Byrd,165.0,3474582000.0,585
2015,144,0,32839,Hideki Matsuyama,165.0,4608293000.0,776
2015,144,0,25834,Daniel Summerhays,165.0,6065681000.0,1021
2015,144,0,20396,Lee Westwood,165.0,1996376000.0,336
2015,148,0,26851,Marc Leishman,165.1,3531004000.0,594
2015,148,0,27466,Spencer Levin,165.1,5847715000.0,984
2015,148,0,23621,Rory Sabbatini,165.1,4416557000.0,743
2015,151,0,25191,Gonzalo Fernandez-Castaño,165.2,4239271000.0,713
2015,151,0,29222,Billy Hurley III,165.2,4668807000.0,785
2015,153,0,34256,Andrew Putnam,165.3,3522370000.0,592
2015,154,0,25686,Jason Dufner,165.4,3256755000.0,547
2015,154,0,27649,Brandt Snedeker,165.4,5089935000.0,855
2015,156,0,24490,George McNeill,165.5,6119510000.0,1027
2015,157,0,24140,Sean O'Hair,165.6,5396047000.0,905
2015,158,0,24846,Ricky Barnes,165.7,4301023000.0,721
2015,158,0,30852,Ryo Ishikawa,165.7,4897121000.0,821
2015,158,0,29926,Danny Lee,165.7,6651821000.0,1115
2015,158,0,27064,Jhonattan Vegas,165.7,4902008000.0,822
2015,162,0,10885,Robert Allenby,165.8,3490771000.0,585
2015,162,0,25562,Andres Romero,165.8,3467592000.0,581
2015,164,0,25396,Kevin Na,165.9,4890587000.0,819
2015,164,0,35541,John Peterson,165.9,5612780000.0,940
2015,166,0,22046,Geoff Ogilvy,166.0,2330912000.0,390
2015,167,0,28486,Michael Putnam,166.2,4828850000.0,807
2015,167,0,20645,John Senden,166.2,3373562000.0,564
2015,169,0,29518,Brendan Steele,166.3,5123602000.0,856
2015,169,0,33419,Cameron Tringale,166.3,5466056000.0,913
2015,171,0,24357,K.J. Choi,166.5,3981145000.0,664
2015,172,0,25369,Jamie Donaldson,166.6,2357245000.0,393
2015,173,0,25240,D.A. Points,166.7,4020040000.0,670
2015,174,0,23983,Luke Donald,166.8,3843896000.0,640
2015,174,0,32102,Rickie Fowler,166.8,3842329000.0,640
2015,176,0,20157,Retief Goosen,166.9,4024806000.0,670
2015,177,0,26596,Ryan Moore,167.2,4153035000.0,690
2015,178,0,31323,Gary Woodland,167.4,3736485000.0,620
2015,179,0,33141,Keegan Bradley,167.6,4277681000.0,709
2015,180,0,25198,Francesco Molinari,167.9,3167928000.0,524
2015,181,0,20848,Ángel Cabrera,168.3,2792958000.0,461
2015,182,0,34174,John Huh,169.3,6398474000.0,1050
2015,183,0,21209,Sergio Garcia,170.2,2451202000.0,400
2015,184,0,21528,Henrik Stenson,172.3,3169904000.0,511
2012,1,0,32334,Charlie Beljan,156.3,2678522000.0,476
2012,2,0,26289,Boo Weekley,156.7,3775104000.0,669
2012,3,0,24940,Edward Loar,157.7,2668961000.0,470
2012,4,0,27141,J.B. Holmes,158.1,4849751000.0,852
2012,5,0,6034,Marco Dawson,158.9,2866198000.0,501
2012,6,0,27644,Brian Harman,159.1,5786479000.0,1010
2012,7,0,21805,Harrison Frazar,159.2,2956845000.0,516
2012,7,0,29420,Billy Horschel,159.2,3146220000.0,549
2012,7,0,29478,Kevin Kisner,159.2,3530504000.0,616
2012,10,0,20850,Daniel Chopra,159.3,2688919000.0,469
2012,11,0,30925,Dustin Johnson,159.7,3448871000.0,600
2012,12,0,29476,Kyle Reifers,159.9,5025006000.0,873
2012,13,0,28308,Troy Kelly,160.1,3384178000.0,587
2012,14,0,28500,Martin Flores,160.2,5422407000.0,940
2012,14,0,19846,Brian Gay,160.2,5368987000.0,931
2012,14,0,12782,Tim Herron,160.2,5168526000.0,896
2012,17,0,22548,Patrick Sheehan,160.3,2909383000.0,504
2012,18,0,26300,Matt Jones,160.5,2963633000.0,513
2012,18,0,25804,Bubba Watson,160.5,3328235000.0,576
2012,20,0,33120,Mark Anderson,160.8,3808543000.0,658
2012,20,0,30750,Tommy Gainey,160.8,5679602000.0,981
2012,20,0,24502,Adam Scott,160.8,2587903000.0,447
2012,20,0,6527,Steve Stricker,160.8,3572394000.0,617
2012,24,0,23542,Tommy Biershenk,160.9,3497584000.0,604
2012,25,0,34021,Bud Cauley,161.0,6177723000.0,1066
2012,25,0,23548,Bill Lunde,161.0,4487077000.0,774
2012,25,0,23325,Vaughn Taylor,161.0,4173632000.0,720
2012,28,0,21961,Charles Howell III,161.1,5137494000.0,886
2012,29,0,1706,Davis Love III,161.2,3411384000.0,588
2012,29,0,30692,Scott Stallings,161.2,4369355000.0,753
2012,31,0,1249,John Daly,161.3,2329239000.0,401
2012,31,0,27330,Josh Teater,161.3,5259980000.0,906
2012,33,0,28093,Miguel Angel Carballo,161.4,3584184000.0,617
2012,34,0,25457,Alexandre Rocha,161.5,3430849000.0,590
2012,34,0,26287,Roland Thatcher,161.5,2795905000.0,481
2012,34,0,25892,Steve Wheatcroft,161.5,2853892000.0,491
2012,37,0,22582,Kyle Thompson,161.7,2398949000.0,412
2012,37,0,30927,Brendon Todd,161.7,4085328000.0,702
2012,39,0,20098,Stuart Appleby,161.8,4530932000.0,778
2012,39,0,24507,Jason Bohn,161.8,4381470000.0,752
2012,41,0,6004,Stephen Ames,161.9,2628434000.0,451
2012,41,0,22371,Aaron Baddeley,161.9,3583664000.0,615
2012,41,0,10860,Justin Leonard,161.9,4550641000.0,781
2012,44,0,23135,Tim Clark,162.0,3469869000.0,595
2012,44,0,21731,Freddie Jacobson,162.0,2915895000.0,500
2012,46,0,33122,Russell Knox,162.1,3892496000.0,667
2012,47,0,25345,Carl Pettersson,162.2,5309430000.0,909
2012,47,0,23623,Bo Van Pelt,162.2,4128841000.0,707
2012,49,0,22621,Ben Curtis,162.3,3248778000.0,556
2012,49,0,23353,J.J. Henry,162.3,5000537000.0,856
2012,49,0,31202,William McGirt,162.3,5456318000.0,934
2012,52,0,30852,Ryo Ishikawa,162.4,2507666000.0,429
2012,52,0,26329,Louis Oosthuizen,162.4,3204457000.0,548
2012,54,0,22913,John Rollins,162.5,4732083000.0,809
2012,55,0,20574,Mathew Goggin,162.6,3770099000.0,644
2012,55,0,30944,Jason Kokrak,162.6,4636569000.0,792
2012,57,0,32366,Kevin Chappell,162.7,4773095000.0,815
2012,57,0,2206,David Toms,162.7,3034391000.0,518
2012,59,0,27436,Graham DeLaet,162.8,4736503000.0,808
2012,60,0,1797,Rocco Mediate,162.9,4041758000.0,689
2012,60,0,27302,Garth Mulroy,162.9,2938494000.0,501
2012,60,0,23621,Rory Sabbatini,162.9,4639719000.0,791
2012,60,0,27963,Chris Stroud,162.9,5270645000.0,899
2012,64,0,30711,Colt Knost,163.0,4477455000.0,763
2012,65,0,11123,Chris Couch,163.1,3565072000.0,607
2012,65,0,29926,Danny Lee,163.1,3868749000.0,659
2012,65,0,23320,Ryan Palmer,163.1,4567652000.0,778
2012,65,0,25818,Scott Piercy,163.1,5594754000.0,953
2012,65,0,27214,Kevin Streelman,163.1,5254102000.0,895
2012,70,0,12652,Cameron Beckman,163.2,4371621000.0,744
2012,70,0,23903,Stephen Gangluff,163.2,2849067000.0,485
2012,70,0,26758,David Hearn,163.2,6098333000.0,1038
2012,70,0,29222,Billy Hurley III,163.2,3783325000.0,644
2012,74,0,1320,Bob Estes,163.3,4431465000.0,754
2012,74,0,6573,Brandt Jobe,163.3,3028257000.0,515
2012,74,0,27060,John Mallinger,163.3,4292503000.0,730
2012,74,0,24138,Ian Poulter,163.3,2538874000.0,432
2012,78,0,1116,Michael Bradley,163.4,3806547000.0,647
2012,78,0,28307,Matt Every,163.4,4193505000.0,713
2012,78,0,28237,Rory McIlroy,163.4,2547763000.0,433
2012,78,0,25834,Daniel Summerhays,163.4,4622905000.0,786
2012,78,0,8793,Tiger Woods,163.4,3188141000.0,542
2012,83,0,25686,Jason Dufner,163.5,4284189000.0,728
2012,83,0,22046,Geoff Ogilvy,163.5,3777849000.0,642
2012,85,0,22961,David Mathis,163.6,4705535000.0,799
2012,86,0,24494,Erik Compton,163.7,4060356000.0,689
2012,86,0,21753,Brian Davis,163.7,5278996000.0,896
2012,86,0,20691,Greg Owen,163.7,5031412000.0,854
2012,86,0,22293,Heath Slocum,163.7,5226559000.0,887
2012,86,0,23788,D.J. Trahan,163.7,4084710000.0,693
2012,91,0,20848,Ángel Cabrera,163.9,2442515000.0,414
2012,91,0,21350,Ryuji Imada,163.9,4577793000.0,776
2012,91,0,20160,Charlie Wi,163.9,4891809000.0,829
2012,94,0,28455,Will Claxton,164.0,5792492000.0,981
2012,94,0,28089,Jason Day,164.0,3057956000.0,518
2012,94,0,34099,Harris English,164.0,5774582000.0,978
2012,94,0,32102,Rickie Fowler,164.0,4352303000.0,737
2012,94,0,27974,Sung Kang,164.0,4051356000.0,686
2012,94,0,29289,S.Y. Noh,164.0,5828709000.0,987
2012,94,0,10213,Dicky Pride,164.0,3312689000.0,561
2012,94,0,27095,Nick Watney,164.0,4912274000.0,832
2012,102,0,33141,Keegan Bradley,164.1,4636867000.0,785
2012,102,0,24140,Sean O'Hair,164.1,4997372000.0,846
2012,102,0,20572,Rod Pampling,164.1,4809658000.0,814
2012,102,0,27556,Ted Potter Jr.,164.1,4152450000.0,703
2012,106,0,20766,Padraig Harrington,164.2,2978784000.0,504
2012,107,0,27895,Jonas Blixt,164.3,4270502000.0,722
2012,107,0,20623,Gavin Coles,164.3,3891843000.0,658
2012,107,0,30926,Chris Kirk,164.3,5620156000.0,950
2012,107,0,23108,Matt Kuchar,164.3,4572594000.0,773
2012,107,0,1724,Jeff Maggert,164.3,5357243000.0,906
2012,107,0,22348,Nick O'Hern,164.3,4679101000.0,791
2012,107,0,24361,Pat Perez,164.3,4618977000.0,781
2012,114,0,31558,J.J. Killeen,164.4,5793303000.0,979
2012,114,0,27770,Camilo Villegas,164.4,4941065000.0,835
2012,114,0,24663,Y.E. Yang,164.4,3195686000.0,540
2012,117,0,32698,Bobby Gates,164.5,5020995000.0,848
2012,117,0,26476,Chez Reavie,164.5,4576549000.0,773
2012,117,0,29518,Brendan Steele,164.5,4376690000.0,739
2012,120,0,19970,Robert Karlsson,164.6,2470872000.0,417
2012,121,0,32200,Roberto Castro,164.7,5176781000.0,873
2012,121,0,23638,Brendon de Jonge,164.7,6896830000.0,1163
2012,121,0,23800,Bryce Molder,164.7,4945053000.0,834
2012,124,0,8725,Tom Gillis,164.8,4474219000.0,754
2012,125,0,28259,Sangmoon Bae,164.9,3472384000.0,585
2012,125,0,23541,Ben Crane,164.9,3970375000.0,669
2012,125,0,6522,Ernie Els,164.9,4623600000.0,779
2012,125,0,6567,Vijay Singh,164.9,5426597000.0,914
2012,125,0,32150,Michael Thompson,164.9,4314763000.0,727
2012,125,0,21878,Mark Wilson,164.9,4742047000.0,799
2012,131,0,20070,Matt Bettencourt,165.0,3753379000.0,632
2012,131,0,27120,Troy Matteson,165.0,5666396000.0,954
2012,131,0,27649,Brandt Snedeker,165.0,4389491000.0,739
2012,134,0,24357,K.J. Choi,165.1,3721050000.0,626
2012,134,0,27797,Derek Lamely,165.1,3761835000.0,633
2012,134,0,28475,Jeff Overton,165.1,6205215000.0,1044
2012,137,0,20229,Stewart Cink,165.2,3591592000.0,604
2012,137,0,26851,Marc Leishman,165.2,5056298000.0,850
2012,137,0,27933,John Merrick,165.2,4882800000.0,821
2012,137,0,26951,Johnson Wagner,165.2,5163541000.0,868
2012,141,0,24846,Ricky Barnes,165.3,5373533000.0,903
2012,141,0,6251,Chris DiMarco,165.3,4795339000.0,806
2012,141,0,35139,Richard Lee,165.3,3891923000.0,654
2012,141,0,30110,Kyle Stanley,165.3,4724952000.0,794
2012,141,0,31323,Gary Woodland,165.3,3416437000.0,574
2012,146,0,26596,Ryan Moore,165.6,5364272000.0,900
2012,147,0,1810,Phil Mickelson,165.7,3961704000.0,664
2012,148,0,29910,Blake Adams,165.8,5838543000.0,978
2012,148,0,27466,Spencer Levin,165.8,4457445000.0,747
2012,150,0,10885,Robert Allenby,165.9,4401532000.0,737
2012,150,0,12716,Charley Hoffman,165.9,4944588000.0,828
2012,152,0,28087,Kris Blanks,166.0,4020857000.0,673
2012,152,0,27064,Jhonattan Vegas,166.0,4482074000.0,750
2012,154,0,10809,Jim Furyk,166.1,4772200000.0,798
2012,154,0,22378,Trevor Immelman,166.1,3964862000.0,663
2012,156,0,21407,Arjun Atwal,166.2,4542490000.0,759
2012,156,0,23983,Luke Donald,166.2,3428515000.0,573
2012,158,0,29479,Scott Brown,166.3,3299148000.0,551
2012,159,0,25632,Jimmy Walker,166.4,6153308000.0,1027
2012,160,0,24358,Robert Garrigus,166.5,4837789000.0,807
2012,160,0,33419,Cameron Tringale,166.5,5297309000.0,884
2012,162,0,23204,Gary Christian,166.6,5104784000.0,851
2012,162,0,27936,Martin Laird,166.6,3537636000.0,590
2012,162,0,25572,Graeme McDowell,166.6,2495296000.0,416
2012,165,0,20104,Ken Duke,166.7,6068156000.0,1011
2012,165,0,24781,Hunter Mahan,166.7,4477074000.0,746
2012,167,0,8075,Jerry Kelly,166.9,5058470000.0,842
2012,168,0,24925,Jonathan Byrd,167.1,3885630000.0,646
2012,168,0,34174,John Huh,167.1,5671625000.0,943
2012,168,0,29221,Webb Simpson,167.1,4342456000.0,722
2012,171,0,21528,Henrik Stenson,167.2,2889129000.0,480
2012,172,0,20593,Greg Chalmers,167.3,5268698000.0,875
2012,172,0,6036,Scott Dunlap,167.3,3186847000.0,529
2012,172,0,24924,Bill Haas,167.3,4301021000.0,714
2012,175,0,21209,Sergio Garcia,167.7,3030703000.0,502
2012,175,0,26331,Charl Schwartzel,167.7,2722959000.0,451
2012,177,0,1766,Billy Mayfair,167.8,5550047000.0,919
2012,177,0,26679,Kevin Stadler,167.8,4960591000.0,821
2012,179,0,25240,D.A. Points,167.9,5384432000.0,891
2012,179,0,22405,Justin Rose,167.9,3747185000.0,620
2012,179,0,20645,John Senden,167.9,4284810000.0,709
2012,182,0,1941,Tom Pernice Jr.,168.0,3549193000.0,587
2012,183,0,12510,Chad Campbell,168.2,5045204000.0,833
2012,184,0,25562,Andres Romero,168.4,3533568000.0,583
2012,185,0,23409,James Driscoll,168.6,4716117000.0,777
2012,185,0,24604,Hunter Haas,168.6,3593242000.0,592
2012,187,0,24024,Zach Johnson,168.9,5161179000.0,849
2012,188,0,20396,Lee Westwood,169.0,2616629000.0,430
2012,189,0,23718,Nathan Green,169.2,3885790000.0,638
2012,190,0,24490,George McNeill,169.7,4929659000.0,807
2012,190,0,25396,Kevin Na,169.7,4564194000.0,747
2008,1,0,22582,Kyle Thompson,155.7,3587389000.0,640
2008,2,0,6012,Greg Kraft,155.8,3146886000.0,561
2008,3,0,20433,Mark Hensby,156.7,3835258000.0,680
2008,4,0,1226,Fred Couples,157.6,3244602000.0,572
2008,5,0,1035,Tommy Armour III,157.7,4264401000.0,751
2008,6,0,30925,Dustin Johnson,158.4,5079777000.0,891
2008,6,0,22806,Doug LaBelle II,158.4,3455665000.0,606
2008,8,0,23540,Jason Allred,158.5,3092962000.0,542
2008,8,0,1553,John Huston,158.5,3144354000.0,551
2008,10,0,20663,Brenden Pappas,158.8,3629598000.0,635
2008,11,0,10505,Shane Bertsch,159.0,5976534000.0,1044
2008,11,0,10649,Tom Scherrer,159.0,2890498000.0,505
2008,11,0,19913,Ron Whittaker,159.0,2673226000.0,467
2008,14,0,6004,Stephen Ames,159.1,4414675000.0,771
2008,14,0,20850,Daniel Chopra,159.1,4416335000.0,771
2008,14,0,23621,Rory Sabbatini,159.1,3929202000.0,686
2008,17,0,8537,J.P. Hayes,159.4,4233841000.0,738
2008,18,0,6251,Chris DiMarco,159.5,4926408000.0,858
2008,19,0,7457,Steve Flesch,159.7,5283556000.0,919
2008,20,0,2002,John Riegger,159.9,4346252000.0,755
2008,21,0,6090,Jim McGovern,160.0,4106990000.0,713
2008,21,0,24449,Parker McLachlin,160.0,5167310000.0,897
2008,21,0,27933,John Merrick,160.0,5168228000.0,897
2008,21,0,26289,Boo Weekley,160.0,4163267000.0,723
2008,25,0,21805,Harrison Frazar,160.1,4029874000.0,699
2008,25,0,25594,Travis Perkins,160.1,2501785000.0,434
2008,27,0,6034,Marco Dawson,160.2,3436822000.0,596
2008,27,0,21949,Joe Ogilvie,160.2,5582546000.0,968
2008,29,0,1388,Robert Gamez,160.4,4579896000.0,793
2008,29,0,1948,Tim Petrovic,160.4,5312466000.0,920
2008,31,0,12652,Cameron Beckman,160.6,4817263000.0,833
2008,32,0,1473,Todd Hamilton,160.7,4935006000.0,853
2008,32,0,1577,Lee Janzen,160.7,4910340000.0,849
2008,32,0,26679,Kevin Stadler,160.7,4569995000.0,790
2008,35,0,2206,David Toms,160.8,3622859000.0,626
2008,35,0,10425,Jay Williamson,160.8,5376216000.0,929
2008,37,0,24490,George McNeill,160.9,5775453000.0,997
2008,38,0,8931,Glen Day,161.1,3878917000.0,669
2008,38,0,12782,Tim Herron,161.1,5845813000.0,1008
2008,38,0,8845,Scott Sterling,161.1,5166119000.0,891
2008,41,0,19803,Ryan Armour,161.2,4868141000.0,839
2008,42,0,20105,Jeff Gove,161.3,3049029000.0,525
2008,42,0,27141,J.B. Holmes,161.3,4226294000.0,728
2008,42,0,6573,Brandt Jobe,161.3,3146965000.0,542
2008,42,0,26420,Richard Johnson,161.3,3408242000.0,587
2008,42,0,20382,Stephen Leaney,161.3,3135055000.0,540
2008,47,0,23135,Tim Clark,161.4,4851626000.0,835
2008,47,0,7547,Craig Kanada,161.4,3748431000.0,645
2008,49,0,23320,Ryan Palmer,161.5,3715716000.0,639
2008,49,0,24138,Ian Poulter,161.5,2396003000.0,412
2008,51,0,23353,J.J. Henry,161.6,7011865000.0,1205
2008,51,0,23797,Brett Rumford,161.6,3840225000.0,660
2008,53,0,1313,Steve Elkington,161.7,4906376000.0,843
2008,53,0,26631,Cody Freeman,161.7,3632571000.0,624
2008,53,0,24024,Zach Johnson,161.7,4807424000.0,826
2008,53,0,1706,Davis Love III,161.7,4127145000.0,709
2008,57,0,1139,Olin Browne,161.8,4886789000.0,839
2008,57,0,27613,David Lutterus,161.8,3180570000.0,546
2008,57,0,27649,Brandt Snedeker,161.8,4548604000.0,781
2008,60,0,6197,Michael Allen,161.9,5130050000.0,880
2008,60,0,22293,Heath Slocum,161.9,6003520000.0,1030
2008,62,0,6527,Steve Stricker,162.0,3966155000.0,680
2008,62,0,21878,Mark Wilson,162.0,6982789000.0,1197
2008,64,0,25900,Lucas Glover,162.1,5555888000.0,952
2008,64,0,24140,Sean O'Hair,162.1,4622706000.0,792
2008,64,0,25562,Andres Romero,162.1,3145792000.0,539
2008,67,0,24227,Justin Bolli,162.2,4841522000.0,829
2008,67,0,20472,Alex Cejka,162.2,4004815000.0,686
2008,67,0,22548,Patrick Sheehan,162.2,7192871000.0,1232
2008,67,0,23325,Vaughn Taylor,162.2,6165555000.0,1056
2008,67,0,23623,Bo Van Pelt,162.2,6183889000.0,1059
2008,72,0,12823,Carlos Franco,162.3,4100477000.0,702
2008,72,0,6567,Vijay Singh,162.3,4282327000.0,733
2008,72,0,12309,Bob Sowards,162.3,3446303000.0,590
