YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2017,92,0,1810,Phil Mickelson,36.25,58,160,-0.24
2017,93,0,22056,Cameron Percy,35.38,46,130,-0.17
2017,94,0,25198,Francesco Molinari,35.29,48,136,-0.23
2017,95,0,30191,Julián Etulain,34.92,44,126,-0.25
2017,96,0,25274,Steven Bowditch,34.55,38,110,-0.05
2017,97,0,25493,Nick Taylor,34.21,65,190,-0.23
2017,98,0,25686,Jason Dufner,34.15,56,164,-0.04
2017,99,0,25191,Gonzalo Fernandez-Castaño,33.93,38,112,-0.21
2017,100,0,39324,J.J. Spaun,33.72,58,172,-0.38
2017,101,0,20157,Retief Goosen,33.7,31,92,-0.26
2017,102,0,35879,Kelly Kraft,33.1,47,142,-0.06
2017,103,0,35891,Cameron Smith,32.93,54,164,-0.19
2017,104,0,24924,Bill Haas,32.72,53,162,-0.23
2017,105,0,37454,Whee Kim,32.64,47,144,-0.40
2017,106,0,24361,Pat Perez,32.56,56,172,-0.23
2017,107,0,29926,Danny Lee,32.35,55,170,-0.11
2017,108,0,29478,Kevin Kisner,32.22,58,180,-0.09
2017,109,0,30852,Ryo Ishikawa,31.73,33,104,-0.21
2017,110,0,31557,Jim Herman,31.69,45,142,-0.29
2017,111,0,33413,Ben Martin,31.01,49,158,-0.22
2017,112,0,35545,Blayne Barber,30.99,44,142,-0.20
2017,113,0,26499,Rafa Cabrera Bello,30.77,32,104,+0.09
2017,114,0,37455,Si Woo Kim,30.6,41,134,-0.12
2017,115,0,33399,Adam Hadwin,30.32,57,188,-0.16
2017,116,0,26289,Boo Weekley,30.14,44,146,-0.30
2017,117,0,29740,Brad Fritsch,29.81,31,104,-0.16
2017,118,0,47128,Richy Werenski,29.73,44,148,-0.25
2017,119,0,32640,Troy Merritt,29.61,45,152,-0.18
2017,120,0,26596,Ryan Moore,29.58,42,142,-0.29
2017,121,0,39975,Michael Kim,28.89,52,180,-0.23
2017,122,0,27644,Brian Harman,28.65,55,192,-0.33
2017,123,0,34358,Jonathan Randolph,28.57,36,126,-0.25
2017,124,0,22046,Geoff Ogilvy,28.47,41,144,-0.07
2017,125,0,25834,Daniel Summerhays,28.33,51,180,-0.24
2017,126,0,34409,David Lingmerth,28.17,40,142,-0.48
2017,127,0,29479,Scott Brown,28.02,51,182,-0.33
2017,128,0,27895,Jonas Blixt,27.86,39,140,-0.38
2017,129,0,29485,Brett Stegmaier,27.78,40,144,-0.18
2017,129,0,27770,Camilo Villegas,27.78,40,144,-0.20
2017,131,0,30926,Chris Kirk,27.71,46,166,-0.24
2017,132,0,23621,Rory Sabbatini,27.69,36,130,-0.33
2017,133,0,37278,Nicholas Lindheim,27.68,31,112,-0.19
2017,134,0,28132,Tyrone Van Aswegen,27.42,51,186,-0.10
2017,135,0,35110,Brett Drewitt,27.36,29,106,-0.14
2017,136,0,33122,Russell Knox,26.61,33,124,-0.09
2017,137,0,29908,C.T. Pan,25.58,44,172,-0.32
2017,138,0,28093,Miguel Angel Carballo,25.44,29,114,-0.34
2017,139,0,29221,Webb Simpson,25.25,50,198,-0.52
2017,140,0,35532,Tom Hoge,25.0,23,92,-0.26
2017,140,0,25396,Kevin Na,25.0,37,148,-0.16
2017,142,0,24846,Ricky Barnes,24.43,43,176,-0.16
2017,143,0,12510,Chad Campbell,24.19,45,186,-0.13
2017,144,0,32150,Michael Thompson,24.11,27,112,-0.26
2017,145,0,24024,Zach Johnson,24.03,37,154,-0.22
2017,146,0,20572,Rod Pampling,23.94,34,142,-0.35
2017,147,0,26951,Johnson Wagner,23.02,29,126,+0.10
2017,148,0,27963,Chris Stroud,22.88,27,118,-0.33
2017,149,0,36801,Mark Hubbard,22.86,32,140,-0.19
2017,150,0,31416,Derek Fathauer,22.54,32,142,-0.13
2017,151,0,23108,Matt Kuchar,22.16,39,176,-0.31
2017,152,0,29476,Kyle Reifers,22.02,37,168,-0.38
2017,153,0,34174,John Huh,21.43,36,168,-0.33
2017,153,0,26476,Chez Reavie,21.43,39,182,-0.10
2017,155,0,27958,Ryan Blaum,21.35,41,192,-0.20
2017,156,0,31202,William McGirt,21.08,35,166,-0.06
2017,157,0,34466,Peter Malnati,20.37,33,162,-0.39
2017,158,0,28679,Fabián Gómez,20.34,24,118,-0.33
2017,159,0,33120,Mark Anderson,20.19,21,104,-0.19
2017,160,0,25720,Chad Collins,20.16,25,124,-0.48
2017,161,0,27649,Brandt Snedeker,20.0,20,100,-0.15
2017,162,0,6522,Ernie Els,19.79,19,96,-0.26
2017,163,0,24357,K.J. Choi,19.35,24,124,-0.17
2017,164,0,23325,Vaughn Taylor,18.45,31,168,-0.16
2017,165,0,24138,Ian Poulter,17.97,23,128,-0.26
2017,166,0,20593,Greg Chalmers,17.61,25,142,-0.24
2017,167,0,25349,Tim Wilkinson,17.24,20,116,-0.30
2017,168,0,33419,Cameron Tringale,17.09,27,158,-0.30
2017,169,0,25892,Steve Wheatcroft,15.96,15,94,-0.40
2017,170,0,48084,Wesley Bryan,15.93,29,182,-0.24
2017,171,0,29222,Billy Hurley III,15.79,24,152,-0.25
2017,172,0,20472,Alex Cejka,15.75,23,146,-0.04
2017,173,0,25240,D.A. Points,15.44,21,136,-0.38
2017,174,0,19846,Brian Gay,15.38,24,156,-0.21
2017,175,0,26758,David Hearn,12.96,21,162,-0.19
2017,176,0,19803,Ryan Armour,12.71,15,118,-0.40
2017,176,0,25345,Carl Pettersson,12.71,15,118,-0.40
2017,178,0,20771,Steven Alker,12.7,16,126,+0.06
2017,179,0,32200,Roberto Castro,12.5,16,128,-0.31
2017,179,0,23983,Luke Donald,12.5,12,96,-0.42
2017,181,0,23800,Bryce Molder,12.16,18,148,-0.33
2017,182,0,24507,Jason Bohn,11.97,17,142,-0.35
2017,182,0,20104,Ken Duke,11.97,17,142,+0.12
2017,184,0,23541,Ben Crane,11.39,18,158,+0.06
2017,185,0,25572,Graeme McDowell,10.71,12,112,-0.25
2017,186,0,22986,Søren Kjeldsen,10.0,9,90,-0.56
2017,187,0,27466,Spencer Levin,9.26,15,162,-0.27
2017,188,0,31560,Brian Stuard,6.63,11,166,-0.09
2017,189,0,40058,Zac Blair,6.32,12,190,-0.25
2017,190,0,10809,Jim Furyk,5.88,6,102,E
2010,1,0,24358,Robert Garrigus,72.31,94,130,-0.05
2010,2,0,25804,Bubba Watson,66.0,99,150,-0.35
2010,3,0,30925,Dustin Johnson,65.71,92,140,-0.33
2010,4,0,23322,Brett Wetterich,62.96,68,108,-0.06
2010,5,0,27141,J.B. Holmes,61.98,119,192,-0.25
2010,6,0,23349,Charles Warren,58.93,66,112,-0.08
2010,7,0,1249,John Daly,58.82,60,102,-0.05
2010,8,0,20848,Ángel Cabrera,58.49,62,106,-0.21
2010,9,0,27436,Graham DeLaet,57.93,95,164,-0.23
2010,10,0,28237,Rory McIlroy,51.14,45,88,-0.33
2010,11,0,22371,Aaron Baddeley,50.0,92,184,-0.08
2010,11,0,1810,Phil Mickelson,50.0,64,128,-0.19
2010,11,0,23788,D.J. Trahan,50.0,92,184,-0.16
2010,14,0,28500,Martin Flores,49.3,70,142,-0.16
2010,15,0,1706,Davis Love III,48.63,71,146,-0.34
2010,16,0,12716,Charley Hoffman,46.39,77,166,-0.30
2010,17,0,27120,Troy Matteson,45.24,76,168,-0.08
2010,18,0,26881,Jarrod Lyle,44.57,41,92,-0.17
2010,19,0,28089,Jason Day,44.23,69,156,-0.19
2010,20,0,27095,Nick Watney,44.08,67,152,-0.31
2010,21,0,30946,Alex Prugh,43.02,74,172,-0.30
2010,22,0,25818,Scott Piercy,42.05,74,176,-0.15
2010,23,0,22056,Cameron Percy,41.67,55,132,-0.13
2010,24,0,24502,Adam Scott,41.38,48,116,-0.33
2010,25,0,25562,Andres Romero,41.1,60,146,-0.07
2010,26,0,27936,Martin Laird,41.01,73,178,-0.23
2010,27,0,27302,Garth Mulroy,40.82,40,98,-0.18
2010,28,0,21961,Charles Howell III,39.9,79,198,-0.25
2010,29,0,20378,Mathias Grönberg,39.62,42,106,-0.29
2010,30,0,20850,Daniel Chopra,39.19,58,148,-0.22
2010,31,0,25632,Jimmy Walker,39.1,61,156,-0.15
2010,32,0,21209,Sergio Garcia,38.75,31,80,-0.32
2010,33,0,23307,Roger Tambellini,38.41,53,138,-0.15
2010,34,0,28475,Jeff Overton,38.27,62,162,-0.10
2010,35,0,25364,Paul Casey,37.5,36,96,-0.33
2010,36,0,23320,Ryan Palmer,37.2,61,164,-0.16
2010,37,0,25900,Lucas Glover,37.1,46,124,-0.41
2010,38,0,27797,Derek Lamely,36.99,54,146,-0.11
2010,39,0,20070,Matt Bettencourt,36.71,58,158,-0.36
2010,40,0,23353,J.J. Henry,36.59,60,164,-0.35
2010,41,0,20229,Stewart Cink,35.71,50,140,-0.30
2010,41,0,24490,George McNeill,35.71,55,154,-0.05
2010,41,0,22913,John Rollins,35.71,55,154,-0.05
2010,44,0,20691,Greg Owen,35.51,49,138,-0.06
2010,45,0,20766,Padraig Harrington,35.42,34,96,-0.09
2010,46,0,27933,John Merrick,35.35,70,198,-0.16
2010,47,0,26679,Kevin Stadler,35.26,55,156,-0.20
2010,48,0,27613,David Lutterus,34.92,44,126,-0.20
2010,49,0,33419,Cameron Tringale,34.69,34,98,-0.24
2010,50,0,23409,James Driscoll,34.62,54,156,-0.28
2010,51,0,32102,Rickie Fowler,34.57,65,188,-0.15
2010,51,0,24924,Bill Haas,34.57,56,162,-0.21
2010,53,0,28307,Matt Every,34.48,40,116,-0.35
2010,54,0,27330,Josh Teater,34.34,68,198,-0.21
2010,55,0,26392,Chris Wilson,33.9,40,118,-0.28
2010,56,0,26289,Boo Weekley,33.75,54,160,-0.15
2010,57,0,29910,Blake Adams,33.54,55,164,-0.25
2010,58,0,23548,Bill Lunde,33.33,50,150,-0.18
2010,58,0,22122,Andrew McLardy,33.33,32,96,+0.06
2010,60,0,26300,Matt Jones,33.15,59,178,-0.20
2010,61,0,20663,Brenden Pappas,33.06,41,124,-0.15
2010,62,0,6567,Vijay Singh,32.81,42,128,-0.17
2010,62,0,23623,Bo Van Pelt,32.81,63,192,-0.32
2010,64,0,26695,Michael Letzig,32.74,55,168,-0.27
2010,65,0,20645,John Senden,32.63,62,190,-0.21
2010,66,0,26851,Marc Leishman,32.28,51,158,-0.24
2010,67,0,24912,Will MacKenzie,31.25,45,144,-0.09
2010,68,0,11123,Chris Couch,31.06,41,132,-0.24
2010,69,0,1313,Steve Elkington,30.88,42,136,-0.38
2010,70,0,28158,Steve Marino,30.43,42,138,+0.02
2010,71,0,8725,Tom Gillis,30.41,59,194,-0.27
2010,72,0,1945,Kenny Perry,30.17,35,116,-0.11
2010,73,0,20157,Retief Goosen,29.66,35,118,-0.26
2010,74,0,9011,David Duval,29.51,36,122,-0.31
2010,75,0,12782,Tim Herron,29.45,43,146,-0.28
2010,76,0,10585,Scott McCarron,29.44,53,180,-0.30
2010,77,0,21959,Ted Purdy,29.27,48,164,-0.10
2010,78,0,6522,Ernie Els,29.17,35,120,-0.29
2010,78,0,28780,Nicholas Thompson,29.17,49,168,-0.14
2010,78,0,27770,Camilo Villegas,29.17,35,120,-0.43
2010,81,0,6595,Kevin Sutherland,29.07,50,172,-0.34
2010,82,0,24781,Hunter Mahan,29.05,43,148,-0.23
2010,83,0,20686,Jeev Milkha Singh,28.85,30,104,-0.20
2010,84,0,22946,Henrik Bjornstad,28.79,38,132,-0.24
2010,85,0,24140,Sean O'Hair,28.57,40,140,-0.25
2010,86,0,23621,Rory Sabbatini,28.47,41,144,-0.34
2010,87,0,20098,Stuart Appleby,28.42,54,190,-0.37
2010,88,0,24925,Jonathan Byrd,28.24,48,170,-0.21
2010,89,0,23638,Brendon de Jonge,27.94,57,204,-0.28
2010,90,0,26287,Roland Thatcher,27.78,40,144,+0.03
2010,91,0,20105,Jeff Gove,27.45,28,102,-0.14
2010,92,0,20574,Mathew Goggin,27.11,45,166,-0.16
2010,93,0,27963,Chris Stroud,26.92,42,156,-0.29
2010,94,0,12714,Chris Tidland,26.71,39,146,-0.26
2010,95,0,1320,Bob Estes,26.62,41,154,-0.24
2010,96,0,27214,Kevin Streelman,26.16,45,172,-0.33
2010,97,0,28087,Kris Blanks,25.9,43,166,-0.19
2010,98,0,23613,Rich Barcelo,25.81,32,124,-0.06
2010,98,0,21949,Joe Ogilvie,25.81,48,186,-0.29
2010,100,0,32640,Troy Merritt,25.6,43,168,-0.16
2010,101,0,24361,Pat Perez,25.56,46,180,-0.28
2010,102,0,26596,Ryan Moore,25.36,35,138,-0.17
2010,103,0,10885,Robert Allenby,25.0,31,124,-0.29
2010,103,0,22046,Geoff Ogilvy,25.0,26,104,-0.42
2010,103,0,22405,Justin Rose,25.0,38,152,-0.37
2010,103,0,12755,Vance Veazey,25.0,26,104,-0.04
2010,107,0,1577,Lee Janzen,24.68,38,154,-0.18
2010,108,0,22378,Trevor Immelman,24.44,22,90,-0.09
2010,109,0,12705,Cliff Kresge,23.91,22,92,+0.14
2010,110,0,24227,Justin Bolli,23.47,23,98,+0.04
2010,111,0,24663,Y.E. Yang,23.33,28,120,-0.25
2010,112,0,8375,Paul Stankowski,23.15,25,108,-0.20
2010,113,0,1707,Steve Lowery,23.02,29,126,-0.24
2010,114,0,26301,James Nitties,22.67,39,172,-0.33
2010,114,0,31560,Brian Stuard,22.67,34,150,-0.21
2010,116,0,25892,Steve Wheatcroft,22.58,28,124,-0.04
2010,117,0,24846,Ricky Barnes,22.53,41,182,-0.15
2010,118,0,6515,Shaun Micheel,22.41,26,116,-0.12
2010,119,0,1116,Michael Bradley,21.92,32,146,-0.25
2010,120,0,23325,Vaughn Taylor,21.26,37,174,-0.41
2010,121,0,12652,Cameron Beckman,21.09,27,128,-0.19
2010,122,0,21731,Freddie Jacobson,21.08,35,166,-0.09
2010,123,0,29221,Webb Simpson,20.92,41,196,-0.17
2010,124,0,24357,K.J. Choi,20.59,28,136,-0.39
2010,124,0,10425,Jay Williamson,20.59,28,136,-0.25
2010,126,0,20160,Charlie Wi,20.53,39,190,-0.21
2010,127,0,12510,Chad Campbell,20.22,36,178,-0.25
2010,128,0,1766,Billy Mayfair,20.0,28,140,-0.25
2010,129,0,26951,Johnson Wagner,19.75,32,162,-0.09
2010,130,0,28620,Aron Price,19.53,25,128,-0.32
2010,131,0,20572,Rod Pampling,19.48,30,154,-0.03
2010,132,0,8537,J.P. Hayes,18.67,28,150,-0.04
2010,133,0,25345,Carl Pettersson,18.13,33,182,-0.15
2010,134,0,23108,Matt Kuchar,18.07,30,166,-0.30
2010,135,0,27060,John Mallinger,18.06,26,144,-0.12
2010,136,0,6621,Joe Durant,18.03,22,122,-0.14
2010,137,0,26882,Michael Sim,17.8,21,118,E
2010,138,0,23718,Nathan Green,17.68,29,164,-0.28
2010,139,0,24138,Ian Poulter,17.57,13,74,+0.08
2010,140,0,24024,Zach Johnson,17.09,27,158,-0.26
2010,141,0,1619,Skip Kendall,17.0,17,100,-0.29
2010,142,0,6004,Stephen Ames,16.67,24,144,-0.17
2010,143,0,2206,David Toms,16.23,25,154,-0.08
2010,144,0,25396,Kevin Na,15.88,27,170,-0.22
2010,145,0,24507,Jason Bohn,15.85,26,164,+0.04
2010,146,0,27466,Spencer Levin,15.69,32,204,-0.28
2010,147,0,21753,Brian Davis,15.66,31,198,-0.35
2010,148,0,12602,Dean Wilson,15.63,15,96,+0.07
2010,149,0,25686,Jason Dufner,15.58,24,154,-0.13
2010,150,0,20436,Garrett Willis,15.38,24,156,-0.33
2010,151,0,25240,D.A. Points,15.34,27,176,-0.37
2010,152,0,7867,Woody Austin,15.17,27,178,E
2010,153,0,20127,Chris Riley,14.93,20,134,-0.15
2010,154,0,6251,Chris DiMarco,14.88,25,168,-0.12
2010,155,0,23673,Michael Connell,14.81,24,162,-0.08
2010,156,0,21878,Mark Wilson,14.46,24,166,+0.04
2010,157,0,23541,Ben Crane,14.19,21,148,-0.10
2010,158,0,1797,Rocco Mediate,14.18,19,134,-0.11
2010,159,0,6527,Steve Stricker,14.17,17,120,-0.24
2010,160,0,32617,Jerod Turner,14.13,13,92,+0.08
2010,161,0,20498,Briny Baird,13.86,23,166,-0.26
2010,162,0,7749,Brett Quigley,13.68,26,190,-0.42
2010,163,0,1948,Tim Petrovic,13.11,27,206,-0.30
2010,164,0,8075,Jerry Kelly,12.94,22,170,-0.27
2010,165,0,10809,Jim Furyk,12.88,17,132,-0.06
2010,166,0,21350,Ryuji Imada,12.78,23,180,-0.13
2010,167,0,20472,Alex Cejka,12.67,19,150,-0.37
2010,168,0,22293,Heath Slocum,12.65,21,166,-0.14
2010,169,0,6514,Kevin Johnson,12.5,14,112,-0.14
2010,169,0,10860,Justin Leonard,12.5,20,160,-0.10
2010,169,0,23800,Bryce Molder,12.5,20,160,-0.30
2010,172,0,7457,Steve Flesch,12.14,17,140,-0.06
2010,173,0,1161,Mark Calcavecchia,11.84,9,76,+0.11
2010,174,0,1941,Tom Pernice Jr.,11.29,14,124,-0.29
2010,175,0,23983,Luke Donald,11.21,13,116,-0.23
2010,176,0,29285,Brent Delahoussaye,10.78,11,102,-0.18
2010,177,0,25190,Jeff Quinney,10.34,18,174,-0.44
2010,178,0,1724,Jeff Maggert,10.29,14,136,E
2010,179,0,26420,Richard Johnson,10.26,16,156,-0.56
2010,180,0,25720,Chad Collins,9.49,15,158,+0.07
2010,181,0,27649,Brandt Snedeker,9.41,16,170,-0.44
2010,182,0,20593,Greg Chalmers,8.6,16,186,-0.19
2010,183,0,23135,Tim Clark,8.44,13,154,-0.23
2010,184,0,7363,Craig Bowden,7.84,8,102,E
2010,185,0,10423,Mike Weir,7.45,7,94,-0.29
2010,186,0,1329,Brad Faxon,7.41,8,108,-0.13
2010,187,0,2239,Scott Verplank,7.38,9,122,-0.56
2010,188,0,22621,Ben Curtis,5.71,8,140,-0.25
2010,189,0,6012,Greg Kraft,5.43,5,92,+0.20
2010,190,0,6643,Paul Goydos,4.05,6,148,+0.33
2010,191,0,19846,Brian Gay,3.8,7,184,E
2010,192,0,8385,Omar Uresti,3.68,5,136,E
2019,1,0,27129,Luke List,76.19,96,126,-0.11
2019,2,0,28237,Rory McIlroy,74.22,95,128,-0.18
2019,3,0,52372,Cameron Champ,73.03,111,152,-0.23
2019,4,0,36689,Brooks Koepka,70.45,93,132,-0.25
2019,5,0,51766,Wyndham Clark,68.82,117,170,-0.46
2019,6,0,30925,Dustin Johnson,67.42,89,132,-0.39
2019,7,0,47856,Seth Reeves,67.16,90,134,-0.26
2019,8,0,45157,Cam Davis,66.67,96,144,-0.32
2019,9,0,31323,Gary Woodland,66.45,101,152,-0.17
2019,10,0,46601,Trey Mullinax,65.75,96,146,-0.38
2019,11,0,29725,Tony Finau,65.0,104,160,-0.15
2019,12,0,30944,Jason Kokrak,64.63,106,164,-0.25
2019,13,0,27064,Jhonattan Vegas,64.58,93,144,-0.33
2019,14,0,47504,Sam Burns,63.46,99,156,-0.28
2019,15,0,27141,J.B. Holmes,62.7,79,126,-0.13
2019,16,0,25804,Bubba Watson,62.07,72,116,-0.18
2019,17,0,46501,Ollie Schniederjans,61.97,88,142,-0.2
2019,18,0,1810,Phil Mickelson,61.67,74,120,-0.12
2019,19,0,33948,Byeong Hun An,61.54,80,130,-0.2
2019,20,0,35421,Brandon Harkins,60.24,100,166,-0.29
2019,21,0,46970,Jon Rahm,60.16,77,128,-0.22
2019,22,0,35450,Patrick Cantlay,59.56,81,136,-0.3
2019,23,0,32102,Rickie Fowler,59.21,90,152,-0.31
2019,24,0,32333,Kevin Tway,59.03,85,144,-0.18
2019,25,0,49960,Sepp Straka,58.33,84,144,-0.26
2019,26,0,37189,Harold Varner III,57.32,94,164,-0.27
2019,27,0,39546,Keith Mitchell,56.67,85,150,-0.34
2019,28,0,48081,Xander Schauffele,56.45,70,124,-0.27
2019,29,0,49964,Aaron Wise,55.8,77,138,-0.23
2019,30,0,21209,Sergio Garcia,55.68,49,88,-0.33
2019,31,0,47959,Bryson DeChambeau,54.86,79,144,-0.27
2019,32,0,35617,Martin Trainer,54.1,66,122,-0.38
2019,33,0,32839,Hideki Matsuyama,53.75,86,160,-0.26
2019,34,0,21961,Charles Howell III,53.61,89,166,-0.2
2019,35,0,30946,Alex Prugh,53.52,76,142,-0.24
2019,36,0,28089,Jason Day,52.68,59,112,-0.22
2019,37,0,40026,Daniel Berger,52.27,69,132,-0.26
2019,38,0,36699,Patrick Rodgers,51.96,53,102,-0.4
2019,39,0,33448,Justin Thomas,51.56,66,128,-0.35
2019,40,0,47347,Adam Schenk,51.5,103,200,-0.39
2019,41,0,27974,Sung Kang,51.25,82,160,-0.33
2019,42,0,34099,Harris English,51.1,93,182,-0.32
2019,43,0,27349,Alex Noren,50.96,53,104,-0.11
2019,44,0,34306,John Chin,50.93,55,108,-0.16
2019,45,0,22405,Justin Rose,50.86,59,116,-0.39
2019,46,0,45486,Joaquin Niemann,50.54,93,184,-0.31
2019,47,0,48822,Sebastián Muñoz,50.0,80,160,-0.34
2019,47,0,29223,Sam Saunders,50.0,74,148,-0.27
2019,47,0,29484,Peter Uihlein,50.0,70,140,-0.33
2019,47,0,27095,Nick Watney,50.0,75,150,-0.31
2019,51,0,33667,Carlos Ortiz,49.39,81,164,-0.33
2019,52,0,39954,Cody Gribble,49.24,65,132,-0.22
2019,53,0,24502,Adam Scott,49.06,52,106,-0.27
2019,54,0,39977,Max Homa,48.75,78,160,-0.36
2019,54,0,27936,Martin Laird,48.75,78,160,-0.55
2019,56,0,29518,Brendan Steele,48.15,52,108,-0.23
2019,57,0,29926,Danny Lee,48.05,74,154,-0.26
2019,58,0,25632,Jimmy Walker,47.73,63,132,-0.13
2019,59,0,36852,Jim Knous,47.17,50,106,-0.22
2019,60,0,30692,Scott Stallings,46.62,69,148,-0.32
2019,61,0,37340,Chase Wright,46.38,64,138,-0.33
2019,62,0,46402,Talor Gooch,46.3,50,108,-0.46
2019,63,0,35506,Mackenzie Hughes,46.05,70,152,-0.39
2019,64,0,35461,Beau Hossler,46.0,69,150,-0.17
2019,65,0,30911,Tommy Fleetwood,45.83,55,120,-0.15
2019,65,0,28252,Seamus Power,45.83,66,144,-0.26
2019,67,0,25364,Paul Casey,45.24,57,126,-0.26
2019,68,0,23320,Ryan Palmer,44.83,52,116,-0.19
2019,69,0,33419,Cameron Tringale,43.85,57,130,-0.4
2019,70,0,34360,Patrick Reed,43.45,73,168,-0.34
2019,71,0,33418,Shawn Stefani,43.42,66,152,-0.33
2019,72,0,33141,Keegan Bradley,43.24,64,148,-0.2
2019,73,0,34563,Chesson Hadley,42.42,56,132,-0.25
2019,74,0,35732,Wes Roach,42.06,53,126,-0.38
2019,75,0,37275,Sam Ryder,41.91,57,136,-0.33
2019,76,0,29970,Dylan Frittelli,41.36,67,162,-0.4
2019,77,0,39997,Corey Conners,41.28,71,172,-0.37
2019,78,0,35891,Cameron Smith,41.13,51,124,-0.35
2019,79,0,40009,Dominic Bozzelli,41.04,55,134,-0.47
2019,80,0,49766,Hank Lebioda,40.71,57,140,-0.39
2019,81,0,24781,Hunter Mahan,40.68,48,118,-0.08
2019,82,0,26851,Marc Leishman,40.63,52,128,-0.19
2019,83,0,33486,Roger Sloan,40.48,68,168,-0.28
2019,84,0,29268,Bronson Burgoon,40.2,41,102,-0.27
2019,85,0,28259,Sangmoon Bae,39.81,43,108,-0.12
2019,86,0,39971,Sungjae Im,39.47,90,228,-0.46
2019,86,0,34264,Hudson Swafford,39.47,45,114,-0.29
2019,88,0,26329,Louis Oosthuizen,39.29,44,112,-0.32
2019,89,0,34046,Jordan Spieth,39.24,62,158,-0.1
2019,90,0,47128,Richy Werenski,39.16,65,166,-0.29
2019,91,0,34363,Tyrrell Hatton,39.0,39,100,-0.21
2019,92,0,31646,Emiliano Grillo,38.64,51,132,-0.2
2019,93,0,34021,Bud Cauley,38.41,63,164,-0.41
2019,94,0,25900,Lucas Glover,38.33,69,180,-0.38
2019,95,0,49303,Anders Albertson,37.5,48,128,-0.33
2019,96,0,25818,Scott Piercy,37.18,58,156,-0.36
2019,97,0,12716,Charley Hoffman,37.1,46,124,-0.09
2019,98,0,29974,Branden Grace,36.61,41,112,-0.22
2019,99,0,37455,Si Woo Kim,36.49,54,148,-0.28
2019,100,0,49771,J.T. Poston,36.46,70,192,-0.29
2019,101,0,32139,Danny Willett,36.44,43,118,-0.33
2019,102,0,26300,Matt Jones,35.71,60,168,-0.4
2019,103,0,32757,Patton Kizzire,35.61,47,132,-0.11
2019,104,0,36799,Stephan Jaeger,34.51,49,142,-0.31
2019,105,0,27330,Josh Teater,34.33,46,134,-0.28
2019,106,0,35449,Adam Long,34.21,52,152,-0.15
2019,107,0,46523,Joey Garber,33.33,38,114,-0.18
2019,108,0,25686,Jason Dufner,32.81,42,128,-0.19
2019,109,0,34466,Peter Malnati,32.53,54,166,-0.26
2019,110,0,29420,Billy Horschel,32.5,52,160,-0.19
2019,111,0,32640,Troy Merritt,32.46,37,114,-0.3
2019,112,0,34076,Joel Dahmen,32.39,57,176,-0.16
2019,113,0,31420,Anirban Lahiri,32.31,42,130,-0.12
2019,114,0,27214,Kevin Streelman,32.1,52,162,-0.42
2019,115,0,25198,Francesco Molinari,32.0,32,100,0.06
2019,116,0,45526,Abraham Ancer,31.88,51,160,-0.45
2019,116,0,24924,Bill Haas,31.88,44,138,-0.57
2019,118,0,33399,Adam Hadwin,31.76,47,148,-0.6
2019,119,0,23353,J.J. Henry,31.73,33,104,-0.33
2019,120,0,25493,Nick Taylor,31.72,59,186,-0.47
2019,121,0,21731,Freddie Jacobson,31.37,32,102,-0.22
2019,122,0,47993,Denny McCarthy,30.86,50,162,-0.3
2019,123,0,39324,J.J. Spaun,30.41,45,148,-0.33
2019,124,0,49298,Kramer Hickok,29.87,46,154,-0.48
2019,125,0,34431,Robert Streb,29.86,43,144,-0.42
2019,126,0,40115,Adam Svensson,29.85,40,134,-0.5
2019,127,0,27963,Chris Stroud,29.84,37,124,-0.3
2019,128,0,37380,Curtis Luck,29.66,35,118,-0.06
2019,129,0,30978,Kiradech Aphibarnrat,29.63,32,108,-0.19
2019,130,0,30191,Julián Etulain,29.23,38,130,-0.47
2019,130,0,32058,José de Jesús Rodríguez,29.23,38,130,-0.5
2019,132,0,28679,Fabián Gómez,29.03,36,124,-0.22
2019,133,0,27644,Brian Harman,29.01,47,162,-0.3
2019,134,0,27895,Jonas Blixt,28.95,44,152,-0.36
2019,135,0,29479,Scott Brown,28.66,47,164,-0.36
2019,136,0,46435,Austin Cook,28.57,32,112,-0.44
2019,137,0,35532,Tom Hoge,28.49,49,172,-0.39
2019,138,0,45609,Tyler Duncan,28.31,47,166,-0.28
2019,139,0,27958,Ryan Blaum,28.05,46,164,-0.33
2019,140,0,24138,Ian Poulter,28.0,28,100,-0.14
2019,141,0,23108,Matt Kuchar,27.5,44,160,-0.3
2019,142,0,31557,Jim Herman,27.08,26,96,-0.27
2019,143,0,29221,Webb Simpson,26.92,42,156,-0.19
2019,144,0,26499,Rafa Cabrera Bello,26.79,30,112,-0.23
2019,145,0,30110,Kyle Stanley,26.56,34,128,-0.21
2019,146,0,25396,Kevin Na,26.04,25,96,-0.2
2019,147,0,33122,Russell Knox,25.74,35,136,-0.2
2019,147,0,28775,Nate Lashley,25.74,35,136,-0.34
2019,149,0,23621,Rory Sabbatini,25.27,47,186,-0.28
2019,150,0,32200,Roberto Castro,25.0,36,144,-0.31
2019,150,0,32791,K.H. Lee,25.0,40,160,-0.28
2019,152,0,34098,Russell Henley,24.29,34,140,-0.32
2019,153,0,39327,Ben Silverman,24.26,33,136,-0.33
